mooringFull	date	depth	temp	sal	sig	O2_conc	O2_sat	chl_sens	CO2	pH	AW_frac	PW_frac
F4-S-5	2021-06-09	26.847988	3.9327	34.870407	27.690328	NA	NA	2.3725	338.8	8.1879	0.729492	0.270508
F4-S-5	2021-06-09	26.481939	3.9125	34.869913	27.692025	NA	NA	1.46365	331	NA	0.729273	0.270727
F4-S-5	2021-06-09	25.318491	3.90255	34.871858	27.694595	NA	NA	1.46365	322.45	8.1803	0.731773	0.268227
F4-S-5	2021-06-09	24.0843	3.90485	34.876847	27.69832	NA	NA	1.1972	324.35	8.1803	0.737676	0.262324
F4-S-5	2021-06-09	23.333889	3.9195	34.880737	27.699892	NA	NA	1.1972	330.25	NA	0.742042	0.257958
F4-S-5	2021-06-09	22.974264	3.98605	34.8905	27.700717	NA	NA	1.31035	332.35	8.1753	0.752456	0.247544
F4-S-5	2021-06-09	22.842682	4.0198	34.89777	27.702984	NA	NA	1.31035	333.8	8.1753	0.760499	0.239501
F4-S-5	2021-06-09	22.888686	3.93805	34.876298	27.694406	NA	NA	1.46	330.05	NA	0.736412	0.263588
F4-S-5	2021-06-09	23.061821	3.8824	34.86088	27.687921	NA	NA	1.46	320.3	8.1832	0.719061	0.280939
F4-S-5	2021-06-09	23.350213	3.6723	34.848243	27.698966	NA	NA	3.61715	327.55	8.1832	0.707855	0.292145
F4-S-5	2021-06-09	23.842903	3.24145	34.764046	27.673976	NA	NA	3.61715	322	NA	0.615427	0.384573
F4-S-5	2021-06-09	24.228249	2.91245	34.662299	27.623557	NA	NA	8.9352	298.85	8.2226	0.500219	0.499781
F4-S-5	2021-06-09	24.343506	2.86825	34.646146	27.614712	NA	NA	8.9352	292.2	8.2226	0.481783	0.518217
F4-S-5	2021-06-09	24.251004	2.9742	34.675093	27.628232	NA	NA	7.6285	293.95	NA	0.514333	0.485667
F4-S-5	2021-06-09	24.082817	3.2818	34.777439	27.68061	NA	NA	7.6285	322.75	8.1415	0.630646	0.369354
F4-S-5	2021-06-09	23.758809	3.4981	34.851549	27.719212	NA	NA	4.28875	346	8.1415	0.714987	0.285013
F4-S-5	2021-06-09	23.184993	3.38935	34.807912	27.695051	NA	NA	4.28875	331.5	NA	0.664984	0.335016
F4-S-5	2021-06-09	22.849113	3.26575	34.766284	27.673727	NA	NA	8.51545	314.95	8.1944	0.617648	0.382352
F4-S-5	2021-06-09	22.798656	3.09845	34.722252	27.654338	NA	NA	8.51545	301.45	8.1944	0.568248	0.431752
F4-S-5	2021-06-09	22.936669	3.3265	34.778894	27.677281	NA	NA	4.48585	309.8	NA	0.63156	0.36844
F4-S-5	2021-06-09	23.273539	3.74685	34.882597	27.719028	NA	NA	4.48585	331.45	8.1957	0.747423	0.252577
F4-S-5	2021-06-09	23.920565	3.82855	34.904121	27.72789	NA	NA	2.6937	334.85	8.1957	0.771573	0.228427
F4-S-5	2021-06-09	24.880713	3.78465	34.888559	27.719993	NA	NA	2.6937	330.45	NA	0.753835	0.246165
F4-S-5	2021-06-09	26.236091	3.7612	34.886204	27.720522	NA	NA	2.6572	332	8.1486	0.751458	0.248542
F4-S-5	2021-06-10	27.614216	3.7635	34.884662	27.71907	NA	NA	2.6572	330.7	8.1486	0.749578	0.250422
F4-S-5	2021-06-10	28.695042	3.6505	34.884548	27.730342	NA	NA	0.292	344.6	NA	0.751514	0.248486
F4-S-5	2021-06-10	29.279726	3.52005	34.89421	27.751105	NA	NA	0.292	369.75	8.1188	0.765419	0.234581
F4-S-5	2021-06-10	28.692569	3.6408	34.904107	27.746836	NA	NA	0.2628	371.55	8.1188	0.774999	0.225001
F4-S-5	2021-06-10	27.417836	3.77065	34.922148	27.748191	NA	NA	0.2628	369.05	NA	0.794115	0.205885
F4-S-5	2021-06-10	25.949186	3.74385	34.913629	27.744124	NA	NA	1.22275	366.05	8.1381	0.784455	0.215545
F4-S-5	2021-06-10	24.665039	3.7699	34.903997	27.733785	NA	NA	1.22275	360.45	8.1381	0.772501	0.227499
F4-S-5	2021-06-10	24.088258	3.8361	34.903237	27.72641	NA	NA	0.2701	356.15	NA	0.770381	0.229619
F4-S-5	2021-06-10	24.027414	3.8331	34.899853	27.724022	NA	NA	0.2701	349.15	8.1531	0.766404	0.233596
F4-S-5	2021-06-10	24.109034	3.7967	34.898989	27.727068	NA	NA	0.37595	347.1	8.1531	0.766042	0.233958
F4-S-5	2021-06-10	24.274253	3.7922	34.89778	27.726567	NA	NA	0.37595	347.2	NA	0.764684	0.235316
F4-S-5	2021-06-10	24.619035	3.78985	34.897466	27.726559	NA	NA	0.41975	347.7	8.1478	0.764353	0.235647
F4-S-5	2021-06-10	24.911878	3.78765	34.900903	27.729523	NA	NA	0.41975	351.2	8.1478	0.768489	0.231511
F4-S-5	2021-06-10	25.10826	3.789	34.900998	27.729462	NA	NA	0.44165	352.9	NA	0.768576	0.231424
F4-S-5	2021-06-10	25.087484	3.7941	34.896943	27.725712	NA	NA	0.44165	350.15	8.1578	0.763652	0.236348
F4-S-5	2021-06-10	24.876262	3.7762	34.885007	27.718029	NA	NA	2.44185	342.9	8.1578	0.749757	0.250243
F4-S-5	2021-06-10	24.8263	3.7975	34.897686	27.725939	NA	NA	2.44185	349.75	NA	0.764474	0.235526
F4-S-5	2021-06-10	25.14437	3.8586	34.93004	27.745444	NA	NA	1.5914	360.05	8.1169	0.801907	0.198093
F4-S-5	2021-06-10	25.849266	3.88225	34.94625	27.755913	NA	NA	1.5914	369.6	8.1169	0.820789	0.179211
F4-S-5	2021-06-10	26.5967	3.91565	34.954814	27.759272	NA	NA	0.3139	382.55	NA	0.83038	0.16962
F4-S-5	2021-06-10	26.971159	3.89475	34.925402	27.738017	NA	NA	0.3139	377.55	8.1529	0.795717	0.204283
F4-S-5	2021-06-10	26.847988	3.9182	34.92062	27.731763	NA	NA	1.45635	366.55	8.1529	0.789589	0.210411
F4-S-5	2021-06-10	26.58285	4.0075	34.956436	27.750979	NA	NA	1.45635	369.1	NA	0.83063	0.16937
F4-S-5	2021-06-10	26.331562	3.9633	34.9541	27.753719	313.697468	96.664216	0.5475	380.35	8.1074	0.828656	0.171344
F4-S-5	2021-06-11	26.191078	3.8947	34.932487	27.743673	316.868385	97.623663	0.5475	380.35	8.1074	0.804161	0.195839
F4-S-5	2021-06-11	26.324637	3.9026	34.923052	27.735345	319.682015	98.502392	1.52935	370.35	NA	0.792773	0.207227
F4-S-5	2021-06-11	26.77181	3.93765	34.918076	27.727749	322.919923	99.580982	1.52935	357.15	8.1505	0.786202	0.213798
F4-S-5	2021-06-11	27.430698	3.9609	34.910239	27.7191	327.028717	100.897908	1.81405	348.1	8.1505	0.776437	0.223563
F4-S-5	2021-06-11	28.193461	3.77365	34.883384	27.716798	328.011255	100.723775	1.81405	346.2	NA	0.74787	0.25213
F4-S-5	2021-06-11	29.877759	3.76185	34.890997	27.724097	324.41606	99.591857	0.65335	350.95	8.1354	0.757158	0.242842
F4-S-5	2021-06-11	33.279948	3.92825	34.928608	27.737158	318.587825	98.229083	0.65335	361.75	8.1354	0.798924	0.201076
F4-S-5	2021-06-11	37.818758	3.9429	34.94429	27.748145	315.037292	97.17895	1.095	373.8	NA	0.817341	0.182659
F4-S-5	2021-06-11	41.416705	3.94205	34.957323	27.758632	311.464428	96.084402	1.095	389.7	8.1011	0.832886	0.167114
F4-S-5	2021-06-11	43.025223	3.89395	34.957471	27.763755	309.075075	95.236453	0.5986	400.35	8.1011	0.833944	0.166056
F4-S-5	2021-06-11	42.868428	3.878	34.95029	27.75969	309.789648	95.414722	0.5986	400.05	NA	0.82568	0.17432
F4-S-5	2021-06-11	41.341523	3.88935	34.941738	27.751698	313.295521	96.51496	0.8322	395.45	8.1021	0.815281	0.184719
F4-S-5	2021-06-11	39.372904	3.9014	34.941099	27.749928	314.054754	96.776682	0.8322	392.5	8.1021	0.814299	0.185701
F4-S-5	2021-06-11	37.871202	3.92605	34.93946	27.746055	315.461569	97.267445	1.10595	389.9	NA	0.811894	0.188106
F4-S-5	2021-06-11	37.620423	3.864	34.926119	27.741816	317.873253	97.85465	1.10595	385.25	8.1255	0.797135	0.202865
F4-S-5	2021-06-11	39.50002	4.0474	34.951265	27.742335	311.844044	96.430488	0.62415	392.05	8.1255	0.823737	0.176263
F4-S-5	2021-06-11	43.906123	4.22095	34.970143	27.739301	308.717788	95.884378	0.62415	401.55	NA	0.84305	0.15695
F4-S-5	2021-06-11	50.342984	3.9837	34.936581	27.737709	313.563485	96.80956	1.25195	388.65	8.1114	0.807408	0.192592
F4-S-5	2021-06-11	59.026033	3.9462	34.944726	27.748225	309.432361	95.449187	1.25195	392.65	8.1114	0.817799	0.182201
F4-S-5	2021-06-11	68.597478	4.0428	34.979367	27.765828	301.996338	93.400741	0.50005	415.75	NA	0.857306	0.142694
F4-S-5	2021-06-11	74.59298	4.05265	34.996943	27.778815	299.964271	92.805263	0.50005	427.5	8.0613	0.878069	0.121931
F4-S-5	2021-06-11	74.697824	4.0705	35.004223	27.782727	299.093386	92.580789	0.1679	434.85	8.0613	0.886416	0.113584
F4-S-5	2021-06-11	70.526777	4.03975	35.000658	27.783101	300.388549	92.910986	0.1679	436.15	NA	0.882732	0.117268
F4-S-5	2021-06-11	64.399638	4.037	34.998464	27.781599	301.57206	93.27053	1.241	430.7	8.0663	0.880168	0.119832
F4-S-5	2021-06-12	56.548664	4.1273	34.998801	27.772223	303.425483	94.049986	1.241	424.65	8.0663	0.878914	0.121086
F4-S-5	2021-06-12	49.59516	4.15725	34.995041	27.766008	304.854629	94.558525	0.50735	419.15	NA	0.873885	0.126115
F4-S-5	2021-06-12	47.743857	4.13105	34.992535	27.766802	304.720647	94.455992	0.50735	411.75	8.121	0.871379	0.128621
F4-S-5	2021-06-12	51.400948	4.19575	35.00137	27.766928	303.202179	94.136276	0.42705	415.75	8.121	0.88072	0.11928
F4-S-5	2021-06-12	58.258961	4.25405	35.009071	27.766849	300.678844	93.488259	0.42705	427.15	NA	0.888828	0.111172
F4-S-5	2021-06-12	68.109801	4.21145	35.007964	27.770618	299.629315	93.06469	0.219	433.7	0	0.88829	0.11171
F4-S-5	2021-06-12	84.934366	4.05595	35.003314	27.783548	298.981734	92.512053	0.219	437.95	0	0.8856	0.1144
F4-S-5	2021-06-12	106.524948	3.8653	34.998643	27.799909	298.914743	92.060545	0.1314	442.25	NA	0.883529	0.116471
F4-S-5	2021-06-12	126.608826	3.7306	34.995536	27.811392	299.785628	92.023662	0.1314	443.6	8.0477	0.882296	0.117704
F4-S-5	2021-06-12	140.793366	3.51785	34.981689	27.821622	299.919611	91.580605	0.10585	447.7	8.0477	0.869696	0.130304
F4-S-5	2021-06-12	146.187093	3.41295	34.974439	27.826329	299.473003	91.204981	0.10585	452.5	NA	0.862981	0.137019
F4-S-5	2021-06-12	139.509381	3.492	34.980032	27.823009	299.227368	91.31027	0.146	452	0	0.868196	0.131804
F4-S-5	2021-06-12	125.252713	3.59065	34.982642	27.815175	299.495333	91.615359	0.146	451.1	0	0.869498	0.130502
F4-S-5	2021-06-12	113.324493	3.66545	34.987167	27.811237	300.500201	92.094132	0.1898	441.5	NA	0.873518	0.126482
F4-S-5	2021-06-12	107.711954	3.7143	34.991983	27.810082	299.852619	92.008125	0.1898	442.9	0	0.878361	0.121639
F4-S-5	2021-06-12	108.909042	3.73995	34.994543	27.809539	298.981734	91.799797	0.146	447.65	0	0.880941	0.119059
F4-S-5	2021-06-12	115.782394	3.6683	34.990891	27.81392	299.673976	91.84936	0.146	450.95	NA	0.877903	0.122097
F4-S-5	2021-06-12	126.542696	3.52505	34.98123	27.820556	299.919611	91.597943	0.10585	453.85	0	0.869017	0.130983
F4-S-5	2021-06-12	140.776448	3.389	34.970907	27.825821	299.539994	91.170717	0.10585	459.6	0	0.859211	0.140789
F4-S-5	2021-06-12	155.315865	3.30325	34.964553	27.829138	299.450672	90.946727	0.09855	463.05	NA	0.853211	0.146789
F4-S-5	2021-06-12	161.63464	3.25875	34.962013	27.831434	300.031263	91.021612	0.09855	462.75	0	0.851001	0.148999
F4-S-5	2021-06-12	158.482713	3.3005	34.96409	27.829057	301.750703	91.638791	0.1314	457.8	0	0.85271	0.14729
F4-S-5	2021-06-12	148.310292	3.51845	34.986408	27.825337	306.283775	93.531434	0.1314	443.55	NA	0.875308	0.124692
F4-S-5	2021-06-12	131.484697	3.7279	35.009604	27.822916	308.918762	94.830365	0.33215	435.55	0	0.899108	0.100892
F4-S-5	2021-06-13	112.306261	3.77005	35.008017	27.817232	307.355634	94.448658	0.33215	437.5	0	0.896445	0.103555
F4-S-5	2021-06-13	96.827907	3.67475	34.98879	27.811407	304.675986	93.400081	0.1533	439.65	NA	0.875282	0.124718
F4-S-5	2021-06-13	87.829528	3.63005	34.981255	27.809885	301.505069	92.322016	0.1533	446.3	0	0.867122	0.132878
F4-S-5	2021-06-13	83.962911	3.7644	34.987179	27.800981	299.740967	92.085979	0.17885	451.2	0	0.871718	0.128282
F4-S-5	2021-06-13	82.109435	3.758	34.970886	27.788636	303.112858	93.09422	0.17885	441	NA	0.852422	0.147578
F4-S-5	2021-06-13	83.95993	3.6775	34.960253	27.788378	307.623599	94.290175	0.3431	424.5	0	0.841227	0.158773
F4-S-5	2021-06-13	89.834762	3.78335	34.98063	27.793831	305.99348	94.042495	0.3431	426.1	0	0.863567	0.136433
F4-S-5	2021-06-13	95.405332	3.88345	34.990557	27.791561	300.99147	92.737162	0.1898	441.3	NA	0.873561	0.126439
F4-S-5	2021-06-13	100.506963	3.90015	34.989775	27.789244	298.133179	91.891925	0.1898	451.6	0	0.872323	0.127677
F4-S-5	2021-06-13	105.944219	3.8983	34.994792	27.793468	297.64191	91.73913	0.146	454.8	0	0.878336	0.121664
F4-S-5	2021-06-13	108.705828	3.91515	34.995875	27.792597	297.842883	91.838765	0.146	455.15	NA	0.879317	0.120683
F4-S-5	2021-06-13	106.048551	3.96955	34.999065	27.789463	298.267161	92.092667	0.16425	454.05	0	0.88212	0.11788
F4-S-5	2021-06-13	98.043884	3.9712	35.001238	27.790961	297.932205	91.995686	0.16425	454.3	0	0.884679	0.115321
F4-S-5	2021-06-13	87.637117	4.0214	35.003125	27.787103	297.887544	92.096165	0.25915	453.05	NA	0.886008	0.113992
F4-S-5	2021-06-13	78.742141	4.10165	35.005497	27.780471	298.267161	92.394409	0.25915	451.5	0	0.887364	0.112636
F4-S-5	2021-06-13	72.752763	4.1622	35.005727	27.774155	299.740967	92.98754	0.28105	445.6	0	0.886527	0.113473
F4-S-5	2021-06-13	68.75578	4.20775	35.005251	27.768878	301.393417	93.602209	0.28105	438	NA	0.885125	0.114875
F4-S-5	2021-06-13	67.071807	4.20695	35.003785	27.767785	301.616721	93.668996	0.28835	436.15	0	0.883393	0.116607
F4-S-5	2021-06-13	68.742923	4.19225	35.003376	27.769049	300.946809	93.427513	0.28835	436.9	0	0.883175	0.116825
F4-S-5	2021-06-13	71.878899	4.1802	35.005861	27.77234	299.673976	93.006694	0.29565	442.05	NA	0.886357	0.113643
F4-S-5	2021-06-13	74.280431	4.13995	35.005389	27.776273	298.624447	92.590941	0.29565	446.65	0	0.886532	0.113468
F4-S-5	2021-06-13	73.177583	4.08705	35.002686	27.77974	298.490465	92.430049	0.2847	448.35	0	0.884281	0.115719
F4-S-5	2021-06-13	67.443189	4.0743	35.001387	27.780014	298.602117	92.436345	0.2847	449.4	NA	0.882967	0.117033
F4-S-5	2021-06-13	59.002301	4.07625	35.000962	27.779406	298.535126	92.420981	0.31755	447.3	0	0.882425	0.117575
F4-S-5	2021-06-14	48.240849	4.01115	34.961624	27.754856	307.511947	95.019787	0.31755	426.8	0	0.836744	0.163256
F4-S-5	2021-06-14	38.137276	4.02175	34.916015	27.717378	324.840338	100.376883	4.06245	379.25	NA	0.782204	0.217796
F4-S-5	2021-06-14	32.373266	4.09125	34.914635	27.708947	333.817159	103.318418	4.06245	342.25	0	0.779285	0.220715
F4-S-5	2021-06-14	29.520125	4.0911	34.915527	27.709651	334.241436	103.450569	3.41275	331.85	0	0.780352	0.219648
F4-S-5	2021-06-14	27.974327	4.09525	34.912651	27.706913	333.392881	103.196266	3.41275	331	NA	0.776848	0.223152
F4-S-5	2021-06-14	26.988966	4.0937	34.89498	27.693014	331.561788	102.612226	4.16465	334.75	0	0.755821	0.244179
F4-S-5	2021-06-14	26.214822	4.08925	34.877691	27.679726	330.757894	102.339245	4.16465	337.45	0	0.735301	0.264699
F4-S-5	2021-06-14	25.838384	4.08615	34.879193	27.681245	330.623911	102.291394	3.7595	338.4	NA	0.737148	0.262852
F4-S-5	2021-06-14	25.585116	4.0863	34.880376	27.682168	329.842347	102.050909	3.7595	339.4	0	0.738555	0.261445
F4-S-5	2021-06-14	25.419898	4.084	34.882004	27.683705	329.306418	101.880742	2.92	340.3	0	0.740536	0.259464
F4-S-5	2021-06-14	25.28436	4.07405	34.882283	27.684976	329.150105	101.808266	2.92	342.25	NA	0.741051	0.258949
F4-S-5	2021-06-14	25.281887	4.0458	34.88061	27.686618	329.060783	101.710241	3.84345	342.8	0	0.739576	0.260424
F4-S-5	2021-06-14	25.635077	4.016	34.87875	27.688271	328.837479	101.566886	3.84345	341.65	0	0.737905	0.262095
F4-S-5	2021-06-14	26.135181	3.9843	34.876497	27.689795	328.524854	101.391118	3.7157	342.75	NA	0.735802	0.264198
F4-S-5	2021-06-14	26.77923	3.92945	34.871792	27.69176	328.011255	101.095284	3.7157	344.15	0	0.731201	0.268799
F4-S-5	2021-06-14	27.176938	3.27975	34.760639	27.66543	331.896744	100.590953	3.0003	340.05	0	0.610666	0.389334
F4-S-5	2021-06-14	26.883109	2.99305	34.699366	27.645189	337.613327	101.582516	3.0003	328.5	NA	0.542909	0.457091
F4-S-5	2021-06-14	26.090661	3.4217	34.753863	27.648793	338.975481	103.105173	2.7594	327.8	0	0.599989	0.400011
F4-S-5	2021-06-14	25.738462	3.4922	34.758249	27.645457	339.131794	103.333281	2.7594	328.6	0	0.603923	0.396077
F4-S-5	2021-06-14	25.535155	3.69435	34.779375	27.641865	335.782234	102.826466	3.31785	322.45	NA	0.62539	0.37461
F4-S-5	2021-06-14	25.039996	3.83815	34.805316	27.648208	333.571524	102.530664	3.31785	323.45	0	0.653664	0.346336
F4-S-5	2021-06-14	25.032081	3.71985	34.803922	27.659172	334.241436	102.443027	3.36165	324.75	0	0.654172	0.345828
F4-S-5	2021-06-14	25.059288	3.63725	34.798313	27.662997	334.308427	102.253896	3.36165	324.45	NA	0.649002	0.350998
F4-S-5	2021-06-14	24.816407	3.6069	34.800379	27.667684	334.487071	102.235072	3.2923	323	0	0.652021	0.347979
F4-S-5	2021-06-15	24.702634	3.55005	34.782177	27.658785	334.263767	102.011805	3.2923	321.45	0	0.631374	0.368626
F4-S-5	2021-06-15	24.502789	3.39765	34.749692	27.647818	335.625921	102.023064	3.32515	320	NA	0.595459	0.404541
F4-S-5	2021-06-15	24.252488	3.2674	34.725136	27.640769	337.144388	102.140868	3.32515	317.4	0	0.568587	0.431413
F4-S-5	2021-06-15	24.189665	3.264	34.712401	27.630938	337.680318	102.285094	4.0515	315.05	0	0.553475	0.446525
F4-S-5	2021-06-15	23.925018	3.35245	34.714597	27.624227	337.925952	102.58253	4.0515	311.45	NA	0.554471	0.445529
F4-S-5	2021-06-15	23.723688	3.33955	34.709151	27.621116	338.037604	102.579935	3.6792	308.75	0	0.548218	0.451782
F4-S-5	2021-06-15	23.401658	3.3572	34.713908	27.623195	337.501675	102.464904	3.6792	308.65	0	0.553562	0.446438
F4-S-5	2021-06-15	22.975254	3.3757	34.718298	27.624922	337.390023	102.480777	3.23025	309.05	NA	0.558454	0.441546
F4-S-5	2021-06-15	22.688345	3.342	34.714429	27.625098	337.345362	102.38014	3.23025	309.75	0	0.554462	0.445538
F4-S-5	2021-06-15	22.598809	3.3937	34.721792	27.625972	337.077397	102.433636	3.4675	309.4	0	0.562287	0.437713
F4-S-5	2021-06-15	22.804592	3.4645	34.731522	27.626844	337.010406	102.597466	3.4675	308.45	NA	0.572584	0.427416
F4-S-5	2021-06-15	22.955961	3.5103	34.738586	27.627993	336.65312	102.6084	3.9201	308.7	0	0.580161	0.419839
F4-S-5	2021-06-15	23.109309	3.54775	34.760697	27.64192	336.362824	102.630428	3.9201	308.8	0	0.605822	0.394178
F4-S-5	2021-06-15	23.323006	3.5735	34.780394	27.655074	336.072529	102.621257	3.67555	309.2	NA	0.62882	0.37118
F4-S-5	2021-06-15	23.43777	3.5822	34.782465	27.65586	335.737573	102.542212	3.67555	309.65	0	0.631128	0.368872
F4-S-5	2021-06-15	23.456567	3.59135	34.784731	27.656758	335.491939	102.491711	4.40555	309.8	0	0.63366	0.36634
F4-S-5	2021-06-15	23.425403	3.59335	34.785836	27.657439	335.112322	102.381566	4.40555	310.75	NA	0.63494	0.36506
F4-S-5	2021-06-15	23.291347	3.59625	34.787135	27.658185	335.023	102.362514	3.2339	311.15	0	0.636435	0.363565
F4-S-5	2021-06-15	23.144925	3.59645	34.788691	27.659404	334.933679	102.336947	3.2339	311.75	0	0.638285	0.361715
F4-S-5	2021-06-15	22.967339	3.5944	34.790287	27.660878	334.263767	102.128441	3.4164	313.5	NA	0.640225	0.359775
F4-S-5	2021-06-15	22.80014	3.596	34.791896	27.662	333.727837	101.96992	3.4164	313.5	0	0.642112	0.357888
F4-S-5	2021-06-15	22.745727	3.59805	34.791382	27.661386	333.750167	101.98143	3.6646	313.35	0	0.641463	0.358537
F4-S-5	2021-06-15	22.797667	3.5975	34.789924	27.66028	333.683176	101.958468	3.6646	314.2	NA	0.639736	0.360264
F4-S-5	2021-06-15	22.891654	3.59445	34.790349	27.660922	333.459872	101.883007	4.2778	315	0	0.640297	0.359703
F4-S-5	2021-06-16	23.1009	3.59015	34.79234	27.662938	333.124916	101.771544	4.2778	316.65	0	0.642749	0.357251
F4-S-5	2021-06-16	23.312124	3.5924	34.798986	27.668011	332.410343	101.563837	3.30325	317.6	NA	0.650627	0.349373
F4-S-5	2021-06-16	23.43777	3.5986	34.807358	27.674065	331.427806	101.285261	3.30325	317.9	0	0.660488	0.339512
F4-S-5	2021-06-16	23.597053	3.6043	34.811769	27.677013	330.869546	101.132006	4.97495	318.55	0	0.66564	0.33436
F4-S-5	2021-06-16	23.693513	3.6195	34.817047	27.679701	330.445268	101.043546	4.97495	322.45	NA	0.67165	0.32835
F4-S-5	2021-06-16	23.716763	3.6478	34.827739	27.685388	329.686035	100.888748	3.05505	327	0	0.683873	0.316127
F4-S-5	2021-06-16	23.611893	3.656	34.832625	27.688459	329.663704	100.905734	3.05505	329.55	0	0.689545	0.310455
F4-S-5	2021-06-16	23.348234	3.6537	34.832668	27.688722	330.020991	101.009559	4.5625	331.45	NA	0.689637	0.310363
F4-S-5	2021-06-16	23.185488	3.7248	34.858358	27.70199	328.457863	100.72315	4.5625	336.85	0	0.718946	0.281054
F4-S-5	2021-06-16	23.178068	3.8343	34.899251	27.723406	326.582109	100.445206	2.6791	343.85	0	0.765665	0.234335
F4-S-5	2021-06-16	23.195382	3.86045	34.909015	27.728501	327.274351	100.729041	2.6791	345.1	NA	0.77682	0.22318
F4-S-5	2021-06-16	23.19093	3.8285	34.89982	27.724466	328.926801	101.152604	4.161	341.55	0	0.766449	0.233551
F4-S-5	2021-06-16	23.238913	3.80005	34.892188	27.721303	330.355947	101.51643	4.161	337.7	0	0.757876	0.242124
F4-S-5	2021-06-16	23.359612	3.76325	34.88308	27.717803	331.405475	101.741391	3.7887	334.8	NA	0.747698	0.252302
F4-S-5	2021-06-16	23.50356	3.73575	34.878142	27.716669	331.762762	101.779575	3.7887	333.25	0	0.742318	0.257682
F4-S-5	2021-06-16	23.681641	3.7342	34.878969	27.717486	331.762762	101.776365	4.18655	333.4	0	0.743333	0.256667
F4-S-5	2021-06-16	23.754852	3.7439	34.880894	27.718035	331.383145	101.685221	4.18655	333.8	NA	0.745449	0.254551
F4-S-5	2021-06-16	24.037307	3.75785	34.884527	27.719513	330.869546	101.564637	4.1683	335.25	0	0.749522	0.250478
F4-S-5	2021-06-16	24.407813	3.7946	34.894842	27.723978	329.775356	101.326379	4.1683	339.2	0	0.761139	0.238861
F4-S-5	2021-06-16	24.749132	3.8415	34.902254	27.725079	328.368541	101.014246	4.81435	343.95	NA	0.769111	0.230889
F4-S-5	2021-06-16	25.096388	3.89665	34.909317	27.725011	327.095708	100.761861	4.81435	347.7	0	0.776516	0.223484
F4-S-5	2021-06-16	25.6514	4.0631	34.93788	27.730255	324.39373	100.350827	2.2046	352.35	0	0.807499	0.192501
F4-S-5	2021-06-16	26.014484	4.2112	34.961386	27.733295	322.18302	100.041333	2.2046	359.95	NA	0.832794	0.167206
F4-S-5	2021-06-16	25.638539	4.28035	34.969712	27.732445	320.999509	99.845139	2.17175	367.2	0	0.841447	0.158553
F4-S-5	2021-06-17	25.423361	4.33475	34.977265	27.732559	319.97231	99.661284	2.17175	370.95	0	0.84945	0.15055
F4-S-5	2021-06-17	25.695426	4.34075	34.977863	27.732383	319.481041	99.522949	1.7593	373	NA	0.850052	0.149948
F4-S-5	2021-06-17	25.998654	4.3431	34.977816	27.732092	318.945112	99.361499	1.7593	374.45	0	0.849953	0.150047
F4-S-5	2021-06-17	26.197014	4.34125	34.977384	27.731952	318.721808	99.287185	1.5184	376.2	0	0.849472	0.150528
F4-S-5	2021-06-17	26.709483	4.3368	34.977362	27.732423	318.610156	99.241738	1.5184	379.15	NA	0.849528	0.150472
F4-S-5	2021-06-17	27.326819	4.33315	34.976723	27.732318	318.587825	99.225535	1.46	381.6	0	0.848833	0.151167
F4-S-5	2021-06-17	27.358478	4.3298	34.974232	27.730703	319.168416	99.396524	1.46	381.15	0	0.845927	0.154073
F4-S-5	2021-06-17	27.118073	4.3218	34.971452	27.729361	320.284936	99.723088	1.752	378.6	NA	0.842761	0.157239
F4-S-5	2021-06-17	26.686729	4.31115	34.96883	27.72843	321.423786	100.050294	1.752	376.15	0	0.839832	0.160168
F4-S-5	2021-06-17	26.717892	4.30535	34.96658	27.727272	321.937386	100.194577	2.34695	376.65	0	0.837257	0.162743
F4-S-5	2021-06-17	27.774485	4.2969	34.966184	27.727881	321.848064	100.146046	2.34695	389.35	NA	0.83694	0.16306
F4-S-5	2021-06-17	28.266176	4.28335	34.965629	27.728911	321.870394	100.120004	2.6718	393.15	0	0.836527	0.163473
F4-S-5	2021-06-17	28.244905	4.274	34.964345	27.728902	322.16069	100.186908	2.6718	383.2	0	0.835168	0.164832
F4-S-5	2021-06-17	28.794963	4.27465	34.964225	27.72874	322.942254	100.431359	3.2193	379.9	NA	0.835013	0.164987
F4-S-5	2021-06-17	28.889443	4.2734	34.963137	27.728012	323.344201	100.552504	3.2193	378.65	0	0.83374	0.16626
F4-S-5	2021-06-17	28.023298	4.2616	34.960229	27.726967	324.058774	100.744138	4.4749	377.65	0	0.830491	0.169509
F4-S-5	2021-06-17	27.330777	4.2517	34.958223	27.726435	325.108302	101.045097	4.4749	375.7	NA	0.828282	0.171718
F4-S-5	2021-06-17	27.914473	4.2451	34.956626	27.725882	325.711223	101.215155	2.7959	373.25	0	0.826501	0.173499
F4-S-5	2021-06-17	29.067024	4.2314	34.953828	27.72514	326.336474	101.373834	2.7959	374.75	0	0.823417	0.176583
F4-S-5	2021-06-17	29.683858	4.22075	34.951972	27.724815	326.157831	101.290977	2.1243	376.8	NA	0.821402	0.178598
F4-S-5	2021-06-17	30.662774	4.20945	34.94897	27.723648	325.934527	101.191745	2.1243	373.65	0	0.818031	0.181969
F4-S-5	2021-06-17	32.700231	4.18575	34.946677	27.724379	325.376267	100.959013	9.20895	369.2	0	0.815733	0.184267
