yyyy	mm	dd	HG-IV	F4	EGC
2020	3	14	16.578908	14.755192	99.982118
2020	3	15	22.766623	15.094978	99.2792
2020	3	16	40.967504	10.654525	95.824833
2020	3	17	30.682855	6.810824	98.80797
2020	3	18	33.886525	20.346241	99.720859
2020	3	19	53.93546	18.814513	100
2020	3	20	32.044138	37.345394	100
2020	3	21	53.639478	56.273909	99.978955
2020	3	22	63.822239	45.498437	99.721279
2020	3	23	64.37373	9.112513	99.788228
2020	3	24	56.561655	42.921851	99.562056
2020	3	25	91.938711	42.001821	98.860651
2020	3	26	72.533374	19.462105	99.673366
2020	3	27	78.988221	15.151289	98.047945
2020	3	28	82.28431	10.565507	98.919299
2020	3	29	76.744235	20.021126	99.386273
2020	3	30	89.086882	17.398287	99.953516
2020	3	31	93.10962	19.168781	98.698684
2020	4	1	96.001095	14.330825	99.125865
2020	4	2	76.505195	26.963448	97.494904
2020	4	3	61.87107	24.891986	93.303044
2020	4	4	71.500957	8.748672	94.067943
2020	4	5	52.410842	0	93.426415
2020	4	6	55.023059	2.300869	98.536587
2020	4	7	42.540382	1.129577	99.71935
2020	4	8	55.99699	0.156676	99.792929
2020	4	9	85.072834	0.869825	99.775659
2020	4	10	81.389578	0.570178	99.899384
2020	4	11	70.907573	0.762453	99.665956
2020	4	12	65.354155	1.023962	99.789146
2020	4	13	79.041699	5.302139	99.890789
2020	4	14	36.423337	0	99.185708
2020	4	15	0	0	96.883417
2020	4	16	0	0	86.288673
2020	4	17	0	0	90.055574
2020	4	18	0	0	89.943743
2020	4	19	2.691864	0	93.887926
2020	4	20	9.928985	0	81.677703
2020	4	21	2.030744	0	86.493234
2020	4	22	21.265706	0	92.612178
2020	4	23	60.857933	0	95.549834
2020	4	24	33.999168	0	99.771169
2020	4	25	10.3729	0	95.61711
2020	4	26	0	0	96.094276
2020	4	27	21.051745	0	99.989015
2020	4	28	50.472147	0	99.714734
2020	4	29	52.882642	0	98.503003
2020	4	30	49.808794	0	99.786963
2020	5	1	22.313766	0	99.548404
2020	5	2	18.698741	0	99.953625
2020	5	3	8.938978	0	99.999271
2020	5	4	16.891812	0	99.916742
2020	5	5	8.013708	0	99.593476
2020	5	6	0	0	98.080484
2020	5	7	0	0	96.537545
2020	5	8	0	0	95.572505
2020	5	9	0	0	95.01648
2020	5	10	0	0	98.065198
2020	5	11	0	0	97.252938
2020	5	12	0.027582	0	98.655856
2020	5	13	0.992093	0	99.542647
2020	5	14	0	0	90.844155
2020	5	15	0	0	99.866989
2020	5	16	0	0	85.000455
2020	5	17	0	0	93.777749
2020	5	18	0	0	94.485228
2020	5	19	0	0	90.848226
2020	5	20	6.727802	0	78.250879
2020	5	21	43.174764	0	79.937051
2020	5	22	38.674189	0	95.116348
2020	5	23	44.684488	0	94.239158
2020	5	24	30.109445	0	97.257678
2020	5	25	14.639765	0	99.655264
2020	5	26	0	0	99.984915
2020	5	27	0	0	97.672039
2020	5	28	0	0	93.456854
2020	5	29	0	0	91.32983
2020	5	30	0	0	89.196103
2020	5	31	0	0	99.860625
2020	6	1	0	0	97.766356
2020	6	2	0	0	91.798013
2020	6	3	0	0	67.870656
2020	6	4	0	0	66.401971
2020	6	5	0	0	57.975936
2020	6	6	0	0	49.438138
2020	6	7	0	0	64.339032
2020	6	8	0	0	75.265227
2020	6	9	0	0	96.465426
2020	6	10	3.564907	0	85.831365
2020	6	11	8.60473	0	75.246273
2020	6	12	30.867685	0	72.168605
2020	6	13	44.463381	0	69.653519
2020	6	14	14.335355	0	74.235022
2020	6	15	17.3426	0	72.917409
2020	6	16	7.927495	0	83.584827
2020	6	17	14.284879	0	72.726687
2020	6	18	41.963573	0	84.237918
2020	6	19	36.838405	0	74.346255
2020	6	20	6.529509	0	68.328753
2020	6	21	5.790766	0	85.012324
2020	6	22	7.0596	0.45481	85.753041
2020	6	23	2.70854	7.527096	96.723577
2020	6	24	0	1.084773	98.822862
2020	6	25	0	0	85.06849
2020	6	26	0.56736	3.273802	88.16734
2020	6	27	18.3162	8.498374	81.760662
2020	6	28	32.766703	4.848409	63.081515
2020	6	29	45.493244	0	82.81207
2020	6	30	39.172937	0	82.966133
2020	7	1	11.08777	0	93.043555
2020	7	2	0.030694	0	92.949338
2020	7	3	0	0	99.385906
2020	7	4	0	0	90.675071
2020	7	5	0	0	79.525434
2020	7	6	0	0	92.790602
2020	7	7	0	0	98.151215
2020	7	8	0	0	99.639562
2020	7	9	0	0	98.238191
2020	7	10	0	0	97.007897
2020	7	11	0	0	98.366241
2020	7	12	0	0	88.105011
2020	7	13	0	0	91.999233
2020	7	14	0	0	84.490737
2020	7	15	0	0	81.879615
2020	7	16	0	0	71.103754
2020	7	17	0	0	79.538866
2020	7	18	0	0	91.103753
2020	7	19	0	0	93.68823
2020	7	20	0	0	81.63598
2020	7	21	0	0	82.909615
2020	7	22	0	0	84.665298
2020	7	23	0	0	94.770588
2020	7	24	0	0	90.169209
2020	7	25	0	0	94.001731
2020	7	26	0	0	90.948676
2020	7	27	0	0	87.514346
2020	7	28	0	0	98.460434
2020	7	29	0	0	94.482958
2020	7	30	0	0	78.409978
2020	7	31	0	0	93.072767
2020	8	1	0	0	68.489096
2020	8	2	0	0	57.21102
2020	8	3	0	0	22.399844
2020	8	4	0	0	36.769311
2020	8	5	0	0	30.463048
2020	8	6	0	0	26.276248
2020	8	7	0	0	49.331387
2020	8	8	0	0	60.66885
2020	8	9	0	0	59.615524
2020	8	10	0	0	69.121975
2020	8	11	0	0	42.847341
2020	8	12	0	0	57.700924
2020	8	13	0	0	37.483017
2020	8	14	0	0	57.702935
2020	8	15	0	0	65.159174
2020	8	16	0	0	78.375866
2020	8	17	0	0	52.527622
2020	8	18	0	0	62.902584
2020	8	19	0	0	48.343998
2020	8	20	0	0	24.347196
2020	8	21	0	0	0.469836
2020	8	22	0	0	0
2020	8	23	0	0	2.333775
2020	8	24	0	0	4.675139
2020	8	25	0	0	2.5324
2020	8	26	0	0	6.785704
2020	8	27	0	0	17.390663
2020	8	28	0	0	15.022012
2020	8	29	0	0	88.397264
2020	8	30	0	0	35.222495
2020	8	31	0	0	49.733321
2020	9	1	0	0	21.872198
2020	9	2	0	0	49.986974
2020	9	3	0	0	69.418388
2020	9	4	0	0	60.377832
2020	9	5	0	0	48.029039
2020	9	6	0	0	36.705568
2020	9	7	0	0	36.901967
2020	9	8	0	0	46.74994
2020	9	9	0	0	51.04652
2020	9	10	0	0	65.39513
2020	9	11	0	0	92.447516
2020	9	12	0	0	49.224853
2020	9	13	0	0	14.054726
2020	9	14	0	0	7.700888
2020	9	15	0	0	24.421275
2020	9	16	0	0	13.062905
2020	9	17	0	0	10.897451
2020	9	18	0	0	42.327697
2020	9	19	0	0	46.817138
2020	9	20	0	0	76.328375
2020	9	21	0	0	93.22189
2020	9	22	0	0	92.182973
2020	9	23	0	0	74.945364
2020	9	24	0	0	93.443647
2020	9	25	0	0	85.633668
2020	9	26	0	0	91.163877
2020	9	27	0	0	98.064958
2020	9	28	0	0	99.576111
2020	9	29	0	0	97.874255
2020	9	30	0	0	99.314843
2020	10	1	0	0	94.78493
2020	10	2	0	0	99.656813
2020	10	3	0	0	97.953859
2020	10	4	0	0	99.972505
2020	10	5	0	0	97.921013
2020	10	6	0	0	99.228987
2020	10	7	0	0	99.649105
2020	10	8	0	0	99.172645
2020	10	9	0	0	93.454025
2020	10	10	0	0	96.053671
2020	10	11	0	0	97.464843
2020	10	12	0	0	98.593362
2020	10	13	0	0	95.899615
2020	10	14	0	0	99.645036
2020	10	15	0	0	99.984119
2020	10	16	0	0	98.411675
2020	10	17	0	0	99.47151
2020	10	18	0	0	98.871902
2020	10	19	0	0	99.840168
2020	10	20	0	0	99.66251
2020	10	21	0	0	98.979159
2020	10	22	0	0	98.307358
2020	10	23	0	0	98.655052
2020	10	24	0	0	96.340771
2020	10	25	0	0	93.051634
2020	10	26	0	0	96.636914
2020	10	27	0	0	97.846667
2020	10	28	0	0	98.992256
2020	10	29	0	0	96.66337
2020	10	30	0	0	99.691887
2020	10	31	0	0	94.102712
2020	11	1	0	0	89.445073
2020	11	2	0	0	99.972029
2020	11	3	0	0	99.495361
2020	11	4	0	0	96.109182
2020	11	5	0	0	97.892301
2020	11	6	0.127162	0	96.609483
2020	11	7	0	0	100
2020	11	8	0	0	96.333494
2020	11	9	0	0	97.244514
2020	11	10	0	0	98.060275
2020	11	11	0	0	89.131296
2020	11	12	0	0	94.951497
2020	11	13	0	0	92.441332
2020	11	14	0	0	95.690226
2020	11	15	0	0	98.933349
2020	11	16	0	0	96.701295
2020	11	17	0	0	99.111511
2020	11	18	0	0	94.689452
2020	11	19	0	0	89.862897
2020	11	20	0	0	97.782936
2020	11	21	0	0	99.777673
2020	11	22	0	0	98.073785
2020	11	23	0	0	99.450185
2020	11	24	0	0	99.223408
2020	11	25	0	0	96.347083
2020	11	26	0.185068	0	98.346404
2020	11	27	0	0	95.889396
2020	11	28	0	0	95.44835
2020	11	29	0.021371	0	92.936734
2020	11	30	16.552549	0	96.102371
2020	12	1	5.459065	0	98.606146
2020	12	2	2.269819	0	99.768029
2020	12	3	0	0	96.367175
2020	12	4	0	0	96.205942
2020	12	5	0	0	98.927841
2020	12	6	0	0	98.607297
2020	12	7	0	0	96.621487
2020	12	8	0	0	99.487844
2020	12	9	0.297552	0	99.936035
2020	12	10	0	0	99.906521
2020	12	11	0	0	99.950947
2020	12	12	0	0	100
2020	12	13	0.062951	0	100
2020	12	14	0	0	97.223684
2020	12	15	0	0	97.289747
2020	12	16	0	0	94.140713
2020	12	17	0	0	98.902434
2020	12	18	0	0	97.663747
2020	12	19	0	0	99.887326
2020	12	20	0	0	99.875534
2020	12	21	0	0	98.363986
2020	12	22	0	0	99.910289
2020	12	23	0	0	99.27382
2020	12	24	0	0	99.22991
2020	12	25	0	0	97.699305
2020	12	26	0	0	99.868506
2020	12	27	0	0	99.191926
2020	12	28	0	0	99.992928
2020	12	29	0	0	99.99915
2020	12	30	0	0	98.686191
2020	12	31	0	0	99.225662
2021	1	1	0	0	98.60125
2021	1	2	0	0	98.314335
2021	1	3	0	0	98.775974
2021	1	4	0	0	98.80249
2021	1	5	0	0	92.429262
2021	1	6	0	0	98.654663
2021	1	7	0	0	99.456979
2021	1	8	0	0	99.002768
2021	1	9	0	0	96.595951
2021	1	10	0	0	99.273532
2021	1	11	0	0	99.366551
2021	1	12	0	0	99.013302
2021	1	13	0	0	96.057201
2021	1	14	0	0	90.359438
2021	1	15	0	0	96.6616
2021	1	16	0	0	99.759359
2021	1	17	0	0	97.159327
2021	1	18	0	0	87.558122
2021	1	19	0	0	95.598514
2021	1	20	0	0	96.975798
2021	1	21	0	0	93.870795
2021	1	22	0	0	93.897306
2021	1	23	0	0	90.814188
2021	1	24	0	0	91.541147
2021	1	25	0	0	92.643396
2021	1	26	0	0	92.909493
2021	1	27	0	0	96.506905
2021	1	28	0	0	97.263535
2021	1	29	0	0	97.420806
2021	1	30	0	0	92.864036
2021	1	31	0	0	98.046624
2021	2	1	0	0	93.709916
2021	2	2	0	0	93.437971
2021	2	3	0	0	94.193874
2021	2	4	0	0	84.678837
2021	2	5	6.895628	0	96.263899
2021	2	6	8.923034	0	93.577048
2021	2	7	12.644553	0	97.944563
2021	2	8	1.958213	0	96.539631
2021	2	9	21.964434	0	92.065772
2021	2	10	23.133548	0	90.49741
2021	2	11	1.343184	0	93.927806
2021	2	12	1.211999	0	97.079637
2021	2	13	2.313269	0	97.565131
2021	2	14	4.428255	0	99.36271
2021	2	15	4.184401	0	99.972318
2021	2	16	0	0	100
2021	2	17	0	0	100
2021	2	18	0	0	99.818025
2021	2	19	0	0	98.168261
2021	2	20	0	0	95.161309
2021	2	21	0	0	92.028162
2021	2	22	0	0	95.103678
2021	2	23	0	0	99.994939
2021	2	24	0	0	100
2021	2	25	0	0	98.431362
2021	2	26	0	0	91.238843
2021	2	27	0.631354	0	94.547964
2021	2	28	7.094003	0	99.7333
2021	3	1	7.584927	0	99.935594
2021	3	2	11.950151	0	96.489815
2021	3	3	2.871268	0	96.855534
2021	3	4	15.027773	0	98.997274
2021	3	5	45.354858	0	99.210935
2021	3	6	13.102022	0	92.797358
2021	3	7	0	0	98.911085
2021	3	8	0	0	99.973354
2021	3	9	0.70263	0	100
2021	3	10	5.591761	0	99.92386
2021	3	11	0	0	98.439817
2021	3	12	0	0	97.698839
2021	3	13	0	0	97.30391
2021	3	14	0	0	98.029893
2021	3	15	0	0	98.771723
2021	3	16	0	0	99.428621
2021	3	17	0	0	98.492243
2021	3	18	0	0	97.516437
2021	3	19	0	0	95.782688
2021	3	20	0	0	82.871762
2021	3	21	0	0	79.735026
2021	3	22	0	0	94.801855
2021	3	23	0	0	97.781609
2021	3	24	0	0	94.156065
2021	3	25	0	0	95.526583
2021	3	26	0	0	97.000126
2021	3	27	0	0	91.571088
2021	3	28	0	0	99.094391
2021	3	29	0	0	97.076887
2021	3	30	0	0	99.25096
2021	3	31	0	0	87.752922
2021	4	1	0	0	75.573991
2021	4	2	0	0	79.521958
2021	4	3	0	0	92.565225
2021	4	4	0	0	91.565294
2021	4	5	0	0	81.716204
2021	4	6	0	0	77.949479
2021	4	7	0	0	70.755281
2021	4	8	0	0	90.79405
2021	4	9	0	0	91.049683
2021	4	10	0	0	84.161302
2021	4	11	0	0	82.899425
2021	4	12	0	0	82.443748
2021	4	13	0	0	83.901898
2021	4	14	0	0	88.076138
2021	4	15	0	0	89.305406
2021	4	16	0	0	79.213758
2021	4	17	0	0	88.371587
2021	4	18	0	0	68.806017
2021	4	19	0	0	86.61871
2021	4	20	0	0	89.756644
2021	4	21	0	0	88.139785
2021	4	22	0	0	86.10268
2021	4	23	0	0	66.885982
2021	4	24	0	0	83.471363
2021	4	25	0	0	90.431607
2021	4	26	0	0	84.364118
2021	4	27	0	0	77.73851
2021	4	28	0	0	71.837158
2021	4	29	0	0	80.064618
2021	4	30	0	0	83.017048
2021	5	1	0	0	81.4696
2021	5	2	0	0	82.744131
2021	5	3	0	0	74.304852
2021	5	4	0	0	79.286166
2021	5	5	0	0	59.451309
2021	5	6	0	0	71.673111
2021	5	7	0	0	77.263366
2021	5	8	0	0	97.2868
2021	5	9	0	0	93.040742
2021	5	10	0	0	88.690886
2021	5	11	0	0	69.100409
2021	5	12	0	0	78.598484
2021	5	13	0	0	78.953613
2021	5	14	0	0	83.212207
2021	5	15	0	0	72.236685
2021	5	16	0	0	75.350028
2021	5	17	0	0	74.133019
2021	5	18	6.510243	0	92.584108
2021	5	19	20.59785	0	91.095997
2021	5	20	61.9817	0	90.299796
2021	5	21	29.829432	0	85.142857
2021	5	22	9.72447	0	49.396679
2021	5	23	15.793159	0	53.621755
2021	5	24	11.791021	0	54.442674
2021	5	25	50.321799	0	78.24485
2021	5	26	35.259693	2.634701	84.083049
2021	5	27	71.722141	2.660759	83.230721
2021	5	28	60.981978	0	73.310827
2021	5	29	46.069965	1.1561	69.452174
2021	5	30	67.815052	3.482726	61.730769
2021	5	31	49.501404	0.406268	76.287014
2021	6	1	36.427358	0	58.719415
2021	6	2	2.092138	0	76.754158
2021	6	3	0	0	41.658248
2021	6	4	0	0	33.742661
2021	6	5	23.943556	0	25.113268
2021	6	6	53.590514	0	21.453793
2021	6	7	43.026774	0	12.473227
2021	6	8	25.349667	3.894749	17.645745
2021	6	9	36.995182	0	62.035222
2021	6	10	32.068324	0	56.074451
2021	6	11	35.241186	0.080872	44.948527
2021	6	12	34.680947	0	52.006463
2021	6	13	49.839892	0	53.122888
2021	6	14	1.853469	0	54.665618
2021	6	15	0.67042	0	53.314887
2021	6	16	1.537471	0	76.64655
2021	6	17	9.202362	0	64.073825
2021	6	18	9.46872	0	50.549092
2021	6	19	10.253446	0	56.138817
2021	6	20	8.49567	0	55.199891
2021	6	21	10.809537	0	59.052032
2021	6	22	1.233748	0	37.191222
2021	6	23	0	0	39.833119
2021	6	24	0	0	41.54686
2021	6	25	0	0	32.620733
2021	6	26	0.133502	0	69.895592
2021	6	27	0.459359	0	64.951694
2021	6	28	0	0	32.746941
2021	6	29	0	0	47.657772
2021	6	30	0	0	84.042329
2021	7	1	0	0	88.504048
2021	7	2	0	0	25.032355
2021	7	3	0	0	11.131654
2021	7	4	0	0	10.311638
2021	7	5	0	0	16.433896
2021	7	6	0	0	49.681112
2021	7	7	0	0	79.153149
2021	7	8	0	0	76.489251
2021	7	9	0	0	77.317701
2021	7	10	0	0	42.27406
2021	7	11	0	0	27.291811
2021	7	12	0	0	22.465083
2021	7	13	0	0	19.296739
2021	7	14	0.894845	0	37.885501
2021	7	15	1.403617	0	37.488025
2021	7	16	0	0	27.890104
2021	7	17	7.29818	0	8.875298
2021	7	18	0	0	27.477625
2021	7	19	0	0	66.639215
2021	7	20	0	0	52.647742
2021	7	21	0	0	55.929688
2021	7	22	0	0	30.314681
2021	7	23	0	0	5.194912
2021	7	24	0	0	2.538695
2021	7	25	0	0	7.957313
2021	7	26	0	0	10.622915
2021	7	27	0	0	4.140062
2021	7	28	0	0	0.140441
2021	7	29	0	0	2.591412
2021	7	30	0	0	0.993608
2021	7	31	0	0	18.646744
2021	8	1	0	0	11.873931
2021	8	2	0	0	36.451607
2021	8	3	0	0	69.965716
2021	8	4	0	0	78.760571
2021	8	5	0	0	87.365384
2021	8	6	0	0	57.506439
2021	8	7	0	0	61.533329
2021	8	8	0	0	65.224513
2021	8	9	0	0	66.454474
2021	8	10	0	0	21.976845
2021	8	11	0	0	42.585671
2021	8	12	0	0	0
2021	8	13	0	0	0.373923
2021	8	14	0	0	24.771095
2021	8	15	0	0	20.598422
2021	8	16	0	0	24.197104
2021	8	17	0	0	14.235378
2021	8	18	0	0	0.046913
2021	8	19	0	0	2.152296
2021	8	20	0	0	3.454124
2021	8	21	0	0	1.272751
2021	8	22	0	0	4.746107
2021	8	23	0	0	6.213854
2021	8	24	0	0	8.814948
2021	8	25	0	0	6.537428
2021	8	26	0	0	4.937833
2021	8	27	0	0	8.77639
2021	8	28	0	0	1.468698
2021	8	29	0	0	0
2021	8	30	0	0	0
2021	8	31	0	0	13.930099
2021	9	1	0	0	0.942704
2021	9	2	0	0	0
2021	9	3	0	0	0
2021	9	4	0	0	0
2021	9	5	0	0	0
2021	9	6	0	0	0
2021	9	7	0	0	0
2021	9	8	0	0	0
2021	9	9	0	0	0
2021	9	10	0	0	0
2021	9	11	0	0	0
2021	9	12	0	0	0
2021	9	13	0	0	0
2021	9	14	0	0	0
2021	9	15	0	0	0
2021	9	16	0	0	0
2021	9	17	0	0	0
2021	9	18	0	0	0
2021	9	19	0	0	0
2021	9	20	0	0	0
2021	9	21	0	0	0
2021	9	22	0	0	0
2021	9	23	0	0	0
2021	9	24	0	0	0
2021	9	25	0	0	0
2021	9	26	0	0	0
2021	9	27	0	0	69.52577
2021	9	28	0	0	81.395815
2021	9	29	0	0	88.090042
2021	9	30	0	0	95.089062
2021	10	1	0	0	82.772049
2021	10	2	0	0	88.564145
2021	10	3	0	0	36.716881
2021	10	4	0	0	47.623231
2021	10	5	0	0	81.878241
2021	10	6	0	0	87.914669
2021	10	7	0	0	78.167607
2021	10	8	0	0	85.929781
2021	10	9	0	0	95.26785
2021	10	10	0	0	93.01912
2021	10	11	0	0	84.756984
2021	10	12	0	0	84.950129
2021	10	13	0	0	93.03992
2021	10	14	0	0	89.732669
2021	10	15	0	0	94.947782
2021	10	16	0	0	99.618647
2021	10	17	0	0	96.921047
2021	10	18	0	0	95.057916
2021	10	19	0	0	86.103921
2021	10	20	0	0	93.725542
2021	10	21	0	0	92.786978
2021	10	22	0	0	85.804353
2021	10	23	0	0	78.865835
2021	10	24	0	0	85.770961
2021	10	25	0	0	74.701768
2021	10	26	0	0	86.518534
2021	10	27	0	0	93.17877
2021	10	28	0	0	73.447821
2021	10	29	0	0	93.225559
2021	10	30	0	0	96.237271
2021	10	31	0	0	99.236274
2021	11	1	0	0	99.359035
2021	11	2	0	0	99.129675
2021	11	3	0	0	95.504362
2021	11	4	0	0	95.407244
2021	11	5	0	0	97.6649
2021	11	6	0	0	100
2021	11	7	0	0	98.870317
2021	11	8	0	0	99.997618
2021	11	9	0	0	99.781898
2021	11	10	0	0	97.840559
2021	11	11	0	0	98.999155
2021	11	12	0	0	99.103392
2021	11	13	0	0	97.585574
2021	11	14	0	0	98.137914
2021	11	15	0	0	99.316532
2021	11	16	0	0	99.888951
2021	11	17	0	0	99.906419
2021	11	18	0	0	99.874309
2021	11	19	0	0	100
2021	11	20	0	0	99.306247
2021	11	21	0	0	99.221929
2021	11	22	0	0	96.759382
2021	11	23	0	0	99.373307
2021	11	24	0	0	99.66325
2021	11	25	0	0	99.549725
2021	11	26	0	0	96.565851
2021	11	27	0	0	94.933477
2021	11	28	0	0	95.846958
2021	11	29	0	0	94.166391
2021	11	30	0	0	91.543391
2021	12	1	0	0	98.095086
2021	12	2	0	0	93.602181
2021	12	3	0	0	95.764654
2021	12	4	0	0	86.596248
2021	12	5	0	0	91.622556
2021	12	6	0	0	95.445155
2021	12	7	0	0	69.481857
2021	12	8	0	0	85.623006
2021	12	9	0	0	95.685064
2021	12	10	0	0	73.525103
2021	12	11	0	0	73.66311
2021	12	12	0	0	79.81498
2021	12	13	0	0	85.540217
2021	12	14	0	0	90.196964
2021	12	15	0	0	85.485531
2021	12	16	0	0	93.61382
2021	12	17	0	0	97.896515
2021	12	18	0	0	99.53724
2021	12	19	0	0	95.566377
2021	12	20	0	0	100
2021	12	21	0	0	99.98536
2021	12	22	0	0	99.995376
2021	12	23	0	0	99.994719
2021	12	24	0	0	99.719276
2021	12	25	0	0	99.467078
2021	12	26	0	0	99.657085
2021	12	27	0	0	99.873307
2021	12	28	0	0	99.6566
2021	12	29	0	0	98.815766
2021	12	30	1.148177	0	98.23741
2021	12	31	7.027739	0	98.585352
2022	1	1	0.258631	0	98.233996
2022	1	2	0	0	96.930001
2022	1	3	0	0	92.39165
2022	1	4	0	0	93.581311
2022	1	5	0	0	96.66511
2022	1	6	0	0	92.729837
2022	1	7	0	0	98.436852
2022	1	8	0	0	96.142548
2022	1	9	0	0	96.499285
2022	1	10	0	0	97.339989
2022	1	11	0	0	93.386795
2022	1	12	0	0	90.134225
2022	1	13	0	0	99.560554
2022	1	14	0	0	97.351735
2022	1	15	0	0	98.59825
2022	1	16	0	0	97.243306
2022	1	17	0	0	97.222523
2022	1	18	0	0	92.551442
2022	1	19	0	0	95.864796
2022	1	20	0	0	94.38419
2022	1	21	0	0	99.677936
2022	1	22	0	0	92.399167
2022	1	23	0	0	95.987539
2022	1	24	0	0	94.960732
2022	1	25	0	0	96.070925
2022	1	26	0	0	98.168925
2022	1	27	0	0	99.250796
2022	1	28	0	0	99.964522
2022	1	29	0	0	99.743275
2022	1	30	0	0	98.795918
2022	1	31	0	0	97.903354
2022	2	1	0	0	99.14985
2022	2	2	0	0	99.696196
2022	2	3	0	0	98.776414
2022	2	4	0	0	99.402599
2022	2	5	0	0	96.646241
2022	2	6	0	0	96.956131
2022	2	7	0	0	97.459548
2022	2	8	0	0	98.669631
2022	2	9	0	0	99.250118
2022	2	10	0	0	97.503186
2022	2	11	0	0	97.671246
2022	2	12	0	0	97.483119
2022	2	13	0	0	98.748064
2022	2	14	0	0	99.730807
2022	2	15	0	0	99.784317
2022	2	16	2.911145	0	99.997921
2022	2	17	0.735991	0	99.89187
2022	2	18	0	0	98.813349
2022	2	19	0	0	98.52187
2022	2	20	0	0	98.870609
2022	2	21	0	0	97.065386
2022	2	22	0	0	97.645954
2022	2	23	0	0	98.747524
2022	2	24	0	0	98.731346
2022	2	25	0	0	99.428452
2022	2	26	0.352193	0	99.180107
2022	2	27	0	0	99.993861
2022	2	28	1.150045	0	99.959938
2022	3	1	0	0	100
2022	3	2	0.102328	0	100
2022	3	3	4.819009	0	100
2022	3	4	1.691773	0	100
2022	3	5	0.6521	0	99.944669
2022	3	6	0	0	99.872619
2022	3	7	0	0	99.940457
2022	3	8	0	0	99.896653
2022	3	9	0	0	98.793879
2022	3	10	0.931515	0	94.054943
2022	3	11	0	0	95.584683
2022	3	12	1.723645	0	99.751962
2022	3	13	0	0	99.805205
2022	3	14	0	0	75.135305
2022	3	15	0	0	88.949974
2022	3	16	0	0	59.405255
2022	3	17	0	0	63.938121
2022	3	18	14.315157	0	62.646755
2022	3	19	0.08711	0	93.00719
2022	3	20	6.780917	0	93.479498
2022	3	21	0	0	93.54514
2022	3	22	0	0	82.535733
2022	3	23	0	0	94.362273
2022	3	24	0	0	99.426116
2022	3	25	0	0	98.715148
2022	3	26	0	0	99.399617
2022	3	27	0	0	97.847403
2022	3	28	0	0	97.697915
2022	3	29	0	0	98.194835
2022	3	30	0	0	98.102324
2022	3	31	0	0	93.435061
2022	4	1	0	0	95.024106
2022	4	2	0	0	97.379035
2022	4	3	0	0	97.301285
2022	4	4	0	0	92.544818
2022	4	5	0	0	86.817065
2022	4	6	0	0	98.700095
2022	4	7	0	0	89.644788
2022	4	8	0	0	84.619903
2022	4	9	0	0	89.541252
2022	4	10	0	0	95.621521
2022	4	11	0	0	97.066477
2022	4	12	0	0	91.370499
2022	4	13	0	0	85.715265
2022	4	14	0	0	93.293052
2022	4	15	0	0	84.39672
2022	4	16	0	0	92.512717
2022	4	17	0	0	96.164409
2022	4	18	0	0	96.553629
2022	4	19	0	0	98.791581
2022	4	20	0	0	93.758321
2022	4	21	0	0	96.164619
2022	4	22	0	0	91.765959
2022	4	23	0	0	91.921376
2022	4	24	0	0	86.382197
2022	4	25	0	0	75.351541
2022	4	26	0	0	97.687285
2022	4	27	0.472022	0	86.67355
2022	4	28	6.151851	0	92.854911
2022	4	29	2.978873	0	89.635117
2022	4	30	2.403086	0	91.831284
2022	5	1	1.91929	0	83.782426
2022	5	2	12.479549	0	81.925328
2022	5	3	16.435775	0.033344	75.702409
2022	5	4	2.499963	0	84.734098
2022	5	5	7.229124	0	79.077411
2022	5	6	13.906706	0	93.423667
2022	5	7	1.456521	0	84.593894
2022	5	8	53.476912	0	75.736467
2022	5	9	11.475859	4.534376	92.521997
2022	5	10	12.35806	4.168678	95.440585
2022	5	11	19.514134	1.648204	91.407063
2022	5	12	10.83313	0	91.191962
2022	5	13	0	0	70.206815
2022	5	14	0.470584	0	95.040313
2022	5	15	14.790476	0	97.222919
2022	5	16	14.184021	0	97.013716
2022	5	17	19.446059	0	97.187136
2022	5	18	44.904724	0	94.595934
2022	5	19	36.753013	0	97.07788
2022	5	20	49.388314	0	87.848783
2022	5	21	40.72365	0	85.807044
2022	5	22	35.433834	0	86.361558
2022	5	23	27.493607	0	79.549248
2022	5	24	2.325063	0	89.28173
2022	5	25	0	0	90.432657
2022	5	26	0	0	88.322894
2022	5	27	0	0	99.340964
2022	5	28	0	0	87.808087
2022	5	29	5.299399	0	77.538346
2022	5	30	3.860107	0	82.680802
2022	5	31	11.529736	0	87.36692
2022	6	1	1.740885	0	93.424416
2022	6	2	3.407817	0	80.49998
2022	6	3	0.318827	0	77.694808
2022	6	4	1.111614	0	94.523654
2022	6	5	6.930332	0	85.093774
2022	6	6	1.312561	0	98.339913
2022	6	7	2.299245	0	86.042024
2022	6	8	0	0	91.946507
2022	6	9	0	0	96.681053
2022	6	10	0	0	88.374807
2022	6	11	0.234739	0	86.159266
2022	6	12	0.351918	0	87.043127
2022	6	13	8.736851	0	94.65475
2022	6	14	36.25839	0	95.881
2022	6	15	48.435736	0	95.800167
2022	6	16	56.605174	0	92.725655
2022	6	17	47.205712	0	99.947408
2022	6	18	23.892515	0	94.097063
2022	6	19	13.867308	0	97.729332
2022	6	20	12.381423	0	89.30148
2022	6	21	2.914821	0	94.648323
2022	6	22	0	0	91.324241
2022	6	23	0	0	95.768556
2022	6	24	0	0	96.740834
