yyyy	mm	dd	HG-IV	F4	EGC
2022	6	25	0.08696	0	96.56941
2022	6	26	0	0	96.107067
2022	6	27	0	0	95.889138
2022	6	28	0	0	95.670099
2022	6	29	0	0	95.339655
2022	6	30	0	0	88.2856
2022	7	1	0	0	94.884952
2022	7	2	0	0	89.396016
2022	7	3	0	0	71.073272
2022	7	4	0	0	65.392135
2022	7	5	0	0	73.065998
2022	7	6	0	0	88.910481
2022	7	7	0	0	74.59026
2022	7	8	0	0	74.409052
2022	7	9	0	0	63.572466
2022	7	10	3.922804	0	62.55529
2022	7	11	9.694878	0	64.139919
2022	7	12	0	0	72.776568
2022	7	13	0	0	88.661946
2022	7	14	0	0	98.482558
2022	7	15	0	0	97.158685
2022	7	16	0	0	99.463206
2022	7	17	0	0	99.410053
2022	7	18	0	0	99.443753
2022	7	19	0	0	93.906221
2022	7	20	0	0	92.155211
2022	7	21	0	0	86.659614
2022	7	22	0	0	89.982579
2022	7	23	0	0	52.471839
2022	7	24	0	0	69.582164
2022	7	25	0	0	57.533097
2022	7	26	0	0	57.709181
2022	7	27	0	0	57.554991
2022	7	28	0	0	72.743828
2022	7	29	0	0	83.279977
2022	7	30	0	0	80.240906
2022	7	31	0	0	96.84003
2022	8	1	0	0	80.730101
2022	8	2	0	0	68.863394
2022	8	3	0	0	66.153811
2022	8	4	0	0	67.271046
2022	8	5	0	0	67.072843
2022	8	6	0	0	52.889553
2022	8	7	0	0	80.643661
2022	8	8	0	0	32.112697
2022	8	9	0	0	60.600013
2022	8	10	0	0	94.615365
2022	8	11	0	0	93.789877
2022	8	12	0	0	92.941871
2022	8	13	0	0	89.92913
2022	8	14	0	0	92.566423
2022	8	15	0	0	91.779427
2022	8	16	0	0	97.001761
2022	8	17	0	0	96.827505
2022	8	18	0	0	90.177157
2022	8	19	0	0	89.252881
2022	8	20	0	0	65.00095
2022	8	21	0	0	70.715794
2022	8	22	0	0	96.557792
2022	8	23	0	0	87.544661
2022	8	24	0	0	88.127072
2022	8	25	0	0	95.404158
2022	8	26	0	0	99.105227
2022	8	27	0	0	98.208191
2022	8	28	0	0	95.833342
2022	8	29	0	0	99.454536
2022	8	30	0	0	97.278067
2022	8	31	0	0	98.618577
2022	9	1	0	0	100
2022	9	2	0	0	98.873843
2022	9	3	0	0	95.725242
2022	9	4	2.4197	0	92.153357
2022	9	5	0.090591	0	68.275486
2022	9	6	0	0	75.215746
2022	9	7	0.027126	0	55.370522
2022	9	8	0	0	68.066916
2022	9	9	0	0	65.207541
2022	9	10	0	0	74.079625
2022	9	11	0	0	58.804368
2022	9	12	3.829852	0	81.798749
2022	9	13	0	0	81.481784
2022	9	14	0	0	94.324865
2022	9	15	0.124045	0	95.155818
2022	9	16	0.690464	0	89.118743
2022	9	17	0	0	92.745197
2022	9	18	0	0	92.721232
2022	9	19	0	0	90.880143
2022	9	20	0	0	92.046741
2022	9	21	0	0	79.641048
2022	9	22	0	0	99.693272
2022	9	23	0	0	42.57851
2022	9	24	0	0	17.328908
2022	9	25	0	0	49.69885
2022	9	26	0	0	99.703647
2022	9	27	0	0	99.544272
2022	9	28	0	0	100
2022	9	29	0	0	100
2022	9	30	0	0	100
2022	10	1	0	0	99.94791
2022	10	2	0	0	99.969068
2022	10	3	0	0	100
2022	10	4	0	0	100
2022	10	5	0	0	94.809656
2022	10	6	0	0	88.18045
2022	10	7	0	0	84.543168
2022	10	8	0	0	98.167933
2022	10	9	0	0	95.769115
2022	10	10	0	0	90.510606
2022	10	11	0	0	99.925805
2022	10	12	0	0	98.835341
2022	10	13	0	0	99.378032
2022	10	14	0	0	98.207185
2022	10	15	0	0	96.947839
2022	10	16	0	0	86.779228
2022	10	17	0	0	87.266082
2022	10	18	0	0	83.218194
2022	10	19	0	0	71.487344
2022	10	20	0	0	68.744164
2022	10	21	0	0	67.996344
2022	10	22	0	0	82.856176
2022	10	23	0	0	90.73859
2022	10	24	0	0	86.972812
2022	10	25	0	0	93.040775
2022	10	26	0	0	92.186062
2022	10	27	0	0	94.702917
2022	10	28	0	0	98.692611
2022	10	29	0	0	98.611327
2022	10	30	0	0	99.180359
2022	10	31	0	0	96.349971
2022	11	1	0	0	98.067658
2022	11	2	0	0	94.366854
2022	11	3	0	0	96.237717
2022	11	4	0	0	96.243465
2022	11	5	0	0	98.217934
2022	11	6	0	0	96.714381
2022	11	7	0	0	96.798457
2022	11	8	0	0	98.597723
2022	11	9	0	0	99.819024
2022	11	10	0	0	99.94442
2022	11	11	0	0	99.612245
2022	11	12	0	0	99.83328
2022	11	13	0	0	99.979985
2022	11	14	0	0	99.90244
2022	11	15	0	0	97.377644
2022	11	16	0	0	98.998506
2022	11	17	0	0	99.796727
2022	11	18	0	0	99.977575
2022	11	19	0	0	99.98501
2022	11	20	0	0	100
2022	11	21	0	0	99.654758
2022	11	22	0	0	99.487434
2022	11	23	0	0	97.072084
2022	11	24	0	0	99.848815
2022	11	25	0	0	99.947731
2022	11	26	0	0	100
2022	11	27	0	0	100
2022	11	28	0	0	100
2022	11	29	0	0	99.245535
2022	11	30	0	0	99.225664
2022	12	1	0	0	97.005538
2022	12	2	0	0	96.88132
2022	12	3	0	0	83.234272
2022	12	4	0	0	90.774967
2022	12	5	0	0	81.193736
2022	12	6	0	0	83.227242
2022	12	7	0	0	99.081592
2022	12	8	0	0	97.788841
2022	12	9	0	0	94.368429
2022	12	10	0	0	99.195733
2022	12	11	0	0	99.920852
2022	12	12	0	0	99.67757
2022	12	13	0	0	99.675334
2022	12	14	0	0	99.878674
2022	12	15	0	0	99.070773
2022	12	16	0	0	94.33071
2022	12	17	0	0	96.851969
2022	12	18	0	0	98.01471
2022	12	19	0	0	98.229056
2022	12	20	0	0	98.811632
2022	12	21	0	0	99.6297
2022	12	22	0	0	97.067319
2022	12	23	0	0	96.726867
2022	12	24	0.084785	0	96.251735
2022	12	25	0	0	99.899079
2022	12	26	0	0	98.501726
2022	12	27	0	0	90.780524
2022	12	28	0	0	99.592747
2022	12	29	0	0	96.536857
2022	12	30	0	0	97.422944
2022	12	31	0	0	98.360045
2023	1	1	0	0	99.170369
2023	1	2	0	0	98.630302
2023	1	3	0	0	95.008411
2023	1	4	0	0	97.843844
2023	1	5	0	0	95.770329
2023	1	6	0	0	90.16111
2023	1	7	0	0	98.740409
2023	1	8	0	0	96.351119
2023	1	9	0	0	99.533372
2023	1	10	0	0	92.992279
2023	1	11	0.815099	0	89.751697
2023	1	12	0.066919	0	90.080027
2023	1	13	0	0	96.317601
2023	1	14	0	0	95.927255
2023	1	15	0	0	97.132714
2023	1	16	0	0	88.852193
2023	1	17	0	0	90.461469
2023	1	18	0	0	91.691848
2023	1	19	0	0	96.593506
2023	1	20	0	0	98.429604
2023	1	21	0	0	97.297884
2023	1	22	0	0	93.896445
2023	1	23	0	0	92.241776
2023	1	24	4.386433	0	89.16866
2023	1	25	0	0	81.821487
2023	1	26	0	0	79.367619
2023	1	27	0	0	88.766438
2023	1	28	0	0	90.735575
2023	1	29	0	0	98.398867
2023	1	30	0	0	98.681907
2023	1	31	0	0	99.064381
2023	2	1	0	0	98.64932
2023	2	2	0	0	97.634596
2023	2	3	0	0	98.79657
2023	2	4	0	0	99.992074
2023	2	5	0	0	98.522906
2023	2	6	0	0	97.377991
2023	2	7	0	0	92.525975
2023	2	8	0	0	89.367059
2023	2	9	0	0	89.441583
2023	2	10	0	0	91.20354
2023	2	11	0	0	98.502603
2023	2	12	0	0	97.252545
2023	2	13	0	0	95.842479
2023	2	14	0	0	95.333262
2023	2	15	0	0	80.389162
2023	2	16	0	0	90.145375
2023	2	17	0	0	91.655996
2023	2	18	0	0	89.75939
2023	2	19	0	0	93.868685
2023	2	20	0	0	91.198822
2023	2	21	0.062757	0	90.584117
2023	2	22	2.748544	0	96.544557
2023	2	23	0	0	87.470993
2023	2	24	0	0	85.183475
2023	2	25	0	0	92.510831
2023	2	26	0	0	87.579988
2023	2	27	4.776206	0	93.112552
2023	2	28	0	0	95.402083
2023	3	1	8.852664	0	98.680197
2023	3	2	21.966998	0	95.081662
2023	3	3	0	0	91.436709
2023	3	4	0	0	97.46156
2023	3	5	0	0	97.12326
2023	3	6	0	0	99.014639
2023	3	7	0	0	97.772541
2023	3	8	0	0	97.866637
2023	3	9	0	0	94.193789
2023	3	10	0	0	92.371724
2023	3	11	0	0	94.713657
2023	3	12	0	0	97.142298
2023	3	13	0	0	95.540601
2023	3	14	0	0	95.970146
2023	3	15	0	0	99.578754
2023	3	16	0	0	99.999727
2023	3	17	0	0	99.536747
2023	3	18	0	0	98.422048
2023	3	19	0	0	98.432371
2023	3	20	3.426333	0	95.714892
2023	3	21	0.087632	0	89.487376
2023	3	22	1.948647	0	96.350163
2023	3	23	0	0	95.980577
2023	3	24	0.920147	0	95.746693
2023	3	25	0.12117	0	96.724261
2023	3	26	0.604607	0	96.1163
2023	3	27	0	0	93.956313
2023	3	28	16.502467	0	92.118348
2023	3	29	21.295026	0	88.450802
2023	3	30	37.554909	0	93.449083
2023	3	31	1.698311	0	94.024715
2023	4	1	0.020086	0	95.32865
2023	4	2	0.236748	0	93.741972
2023	4	3	0	0	95.799023
2023	4	4	0	0	96.38909
2023	4	5	0	0	98.102588
2023	4	6	0	0	98.432224
2023	4	7	1.033906	0	93.230128
2023	4	8	31.170734	0	97.62449
2023	4	9	70.281775	0	99.266137
2023	4	10	53.168191	0	97.425073
2023	4	11	81.164207	0	96.248613
2023	4	12	72.923105	0	74.473056
2023	4	13	83.396138	0	84.889841
2023	4	14	77.667292	0	89.197608
2023	4	15	36.097035	0	78.812012
2023	4	16	30.195773	0	96.661115
2023	4	17	47.559971	0	69.203478
2023	4	18	71.501536	0	86.072996
2023	4	19	16.12107	0	82.656958
2023	4	20	0.104028	0	96.93718
2023	4	21	4.821222	0	89.02737
2023	4	22	28.55261	0.031	77.525032
2023	4	23	24.986073	0	81.87355
2023	4	24	5.618038	0	83.889927
2023	4	25	8.799445	0	88.430256
2023	4	26	0.057783	0	95.494481
2023	4	27	3.287112	0	89.945591
2023	4	28	24.853036	0	77.684135
2023	4	29	18.490701	0	88.248525
2023	4	30	0.211438	0	81.244612
2023	5	1	0.002668	0	87.795512
2023	5	2	0.060508	0	88.106349
2023	5	3	16.171665	0	85.864989
2023	5	4	57.787689	0	91.22555
2023	5	5	21.882897	0	80.842497
2023	5	6	4.236109	0	84.053953
2023	5	7	4.759076	0	71.417693
2023	5	8	16.56866	0	80.18377
2023	5	9	25.706453	0	85.131886
2023	5	10	50.716644	0	96.605598
2023	5	11	5.823284	0	51.541612
2023	5	12	0	0	78.092023
2023	5	13	0.38003	0	87.117933
2023	5	14	2.068584	0	72.336858
2023	5	15	0	0	72.259056
2023	5	16	0	0	76.603948
2023	5	17	0	0	81.937759
2023	5	18	0.654646	0	45.805015
2023	5	19	13.584496	0	56.183628
2023	5	20	62.135616	0	72.269017
2023	5	21	67.283575	0	82.428354
2023	5	22	12.300128	1.520397	66.277022
2023	5	23	13.668332	0	67.274906
2023	5	24	29.422255	0	76.303073
2023	5	25	35.337461	0	73.83192
2023	5	26	0	0	57.72309
2023	5	27	0	0	62.185563
2023	5	28	0	0	69.60885
2023	5	29	3.657963	0	70.333311
2023	5	30	4.236869	0	77.802339
2023	5	31	0	0	91.645876
2023	6	1	0	0	57.905002
2023	6	2	0	0	70.739439
2023	6	3	0	0	84.764625
2023	6	4	0	0	87.609374
2023	6	5	0	0	66.994082
2023	6	6	0	0	86.549106
2023	6	7	5.793453	0	95.413816
2023	6	8	36.971817	0	98.424322
2023	6	9	69.735198	0	94.874701
2023	6	10	79.304981	0	93.632082
2023	6	11	87.696556	0	99.821742
2023	6	12	66.717992	0.399638	94.608939
2023	6	13	56.608029	0	97.643349
2023	6	14	72.74134	0.156394	85.819955
2023	6	15	63.761275	0	76.272009
2023	6	16	61.422033	0	86.977757
2023	6	17	94.746834	0	99.278731
2023	6	18	82.331016	0	95.827676
2023	6	19	79.703597	0	97.660125
2023	6	20	67.02109	0.029241	74.394
2023	6	21	72.325554	0.14641	89.10071
2023	6	22	76.410663	0	97.776749
2023	6	23	46.844367	0	95.278674
2023	6	24	47.443781	0	65.566552
2023	6	25	49.642829	1.238879	19.888185
2023	6	26	57.200901	2.621848	2.499048
2023	6	27	59.226374	3.578116	1.678591
2023	6	28	46.690553	2.487218	0.679793
2023	6	29	34.600057	0	6.031031
2023	6	30	25.809537	0	8.699102
2023	7	1	32.15038	0	37.896425
2023	7	2	29.614907	0	63.461469
2023	7	3	12.296525	0	77.406522
2023	7	4	12.749126	0	60.209692
2023	7	5	16.286253	0	57.307258
2023	7	6	29.938823	0	35.412731
2023	7	7	55.985058	0	19.683639
2023	7	8	60.296063	0	9.985968
2023	7	9	24.813642	0	2.861753
2023	7	10	24.998061	0	6.496551
2023	7	11	25.676024	0	44.877995
2023	7	12	35.806919	0	43.069672
2023	7	13	8.483901	0	51.706161
2023	7	14	0	0	32.341073
2023	7	15	0.076194	0	55.780561
2023	7	16	0	0	74.160754
2023	7	17	0	0	86.14347
2023	7	18	0	0	72.534475
2023	7	19	0	0	86.234465
2023	7	20	0	0	74.924391
2023	7	21	0	0	75.255884
2023	7	22	0	0	82.229553
2023	7	23	0.00754	0	86.024544
2023	7	24	2.669886	0	71.734316
2023	7	25	20.899052	0	48.555414
2023	7	26	5.538955	0	40.50711
2023	7	27	48.047949	0	32.785622
2023	7	28	26.407525	0	34.351882
2023	7	29	6.682137	0	51.780918
2023	7	30	5.387162	0	18.067496
2023	7	31	24.035506	0	23.716726
2023	8	1	16.484722	0	2.762105
2023	8	2	33.99494	0	3.86776
2023	8	3	20.333966	0	6.257598
2023	8	4	11.18341	0	3.402361
2023	8	5	0	0	4.98711
2023	8	6	0	0	28.659803
2023	8	7	0	0	20.802534
2023	8	8	0	0	0.336598
2023	8	9	0	0	3.06318
2023	8	10	0	0	18.099957
2023	8	11	0	0	37.367351
2023	8	12	0	0	38.601893
2023	8	13	0	0	67.214402
2023	8	14	0	0	79.156068
2023	8	15	0	0	81.053014
2023	8	16	0	0	54.998529
2023	8	17	0	0	64.367409
2023	8	18	0	0	53.594937
2023	8	19	0	0	44.20598
2023	8	20	0	0	65.727029
2023	8	21	0	0	68.594412
2023	8	22	0	0	43.614987
2023	8	23	0	0	79.172543
2023	8	24	0	0	83.22102
2023	8	25	0	0	72.373698
2023	8	26	0	0	88.265787
2023	8	27	0	0	72.035835
2023	8	28	0	0	78.232274
2023	8	29	0	0	76.964043
2023	8	30	0	0	57.793668
2023	8	31	0	0	19.165993
2023	9	1	0	0	47.318939
2023	9	2	0	0	75.863751
2023	9	3	0	0	55.687955
2023	9	4	0	0	34.292036
2023	9	5	0	0	71.859565
2023	9	6	0	0	44.392719
2023	9	7	0	0	59.141162
2023	9	8	0	0	77.929942
2023	9	9	0	0	74.507269
2023	9	10	0	0	41.406626
2023	9	11	0	0	17.111399
2023	9	12	0	0	8.045222
2023	9	13	0	0	30.746642
2023	9	14	0	0	59.842106
2023	9	15	0	0	38.919299
2023	9	16	0	0	59.619819
2023	9	17	0	0	66.050781
2023	9	18	0	0	77.73547
2023	9	19	0	0	92.188426
2023	9	20	0	0	98.659427
2023	9	21	0	0	98.370263
2023	9	22	0	0	96.548545
2023	9	23	0	0	96.524375
2023	9	24	0	0	98.717877
2023	9	25	0	0	99.069308
2023	9	26	0	0	99.790574
2023	9	27	0	0	99.897697
2023	9	28	0	0	99.933108
2023	9	29	0	0	98.979993
2023	9	30	0	0	99.956652
2023	10	1	0	0	99.915333
2023	10	2	0	0	99.98547
2023	10	3	0	0	99.987899
2023	10	4	0	0	99.028467
2023	10	5	0	0	98.177703
2023	10	6	0	0	96.967697
2023	10	7	0	0	99.260744
2023	10	8	0	0	99.465543
2023	10	9	0	0	99.943656
2023	10	10	0	0	99.496389
2023	10	11	0	0	99.818049
2023	10	12	0	0	98.294863
2023	10	13	0	0	98.682815
2023	10	14	0	0	99.682777
2023	10	15	0	0	99.432432
2023	10	16	0	0	98.406195
2023	10	17	0	0	98.301263
2023	10	18	0	0	95.633691
2023	10	19	0	0	97.154608
2023	10	20	0	0	91.154135
2023	10	21	0	0	98.796205
2023	10	22	0	0	98.918245
2023	10	23	0	0	97.709552
2023	10	24	0	0	99.806287
2023	10	25	0	0	98.47835
2023	10	26	0	0	99.866107
2023	10	27	3.454257	0	99.894956
2023	10	28	4.824917	0	100
2023	10	29	0.755824	0	100
2023	10	30	2.309594	0	99.54005
2023	10	31	1.752362	0	99.8552
2023	11	1	1.426131	0	100
2023	11	2	26.327619	0	100
2023	11	3	2.794844	0	100
2023	11	4	5.944797	0	100
2023	11	5	1.472549	0	100
2023	11	6	4.70179	0	100
2023	11	7	12.829703	0	100
2023	11	8	18.526873	0	99.974298
2023	11	9	0.502967	0	99.952118
2023	11	10	1.236919	0	100
2023	11	11	0.905431	0	100
2023	11	12	0	0	100
2023	11	13	0	0	100
2023	11	14	0.054628	0	99.987228
2023	11	15	0.231643	0	99.976978
2023	11	16	0.152289	0	98.436787
2023	11	17	0	0	99.146212
2023	11	18	0.361612	0	99.746004
2023	11	19	3.164295	0	99.915798
2023	11	20	19.029775	0	99.97952
2023	11	21	22.63736	0	100
2023	11	22	0	0	99.152879
2023	11	23	0	0	91.351529
2023	11	24	0	0	98.122051
2023	11	25	0	0	99.929429
2023	11	26	0	0	99.990676
2023	11	27	0	0	99.206258
2023	11	28	0	0	99.533133
2023	11	29	0	0	99.954094
2023	11	30	0	0	99.966066
2023	12	1	0	0	99.966611
2023	12	2	0	0	100
2023	12	3	0	0	100
2023	12	4	0	0	100
2023	12	5	0	0	100
2023	12	6	0	0	99.968417
2023	12	7	0	0	100
2023	12	8	0	0	99.983598
2023	12	9	0.198717	0	99.973414
2023	12	10	1.786874	0	99.976159
2023	12	11	1.068984	0	99.993817
2023	12	12	11.169114	0	99.769582
2023	12	13	0.060196	0	98.912261
2023	12	14	14.301291	0	99.958516
2023	12	15	0.195185	0	99.575426
2023	12	16	0	0	100
2023	12	17	0	0	99.339965
2023	12	18	0	0	98.091325
2023	12	19	0	0	99.095516
2023	12	20	0	0	99.43316
2023	12	21	0	0	90.184806
2023	12	22	0	0	92.159184
2023	12	23	0	0	98.005449
2023	12	24	0.083546	0	99.266334
2023	12	25	1.040979	0	99.394714
2023	12	26	0	0	95.712738
