RAS_id	locus_tag	lat	daylight	depth	temp	sal	O2_conc	O2_sat	chl_sens	AW_frac	PW_frac	NO3_NO2	PO4	NO2	SiO4	iceConc	iceDist	icePast	iceDistPast	MLD	sample_title	mooringFull	mooring	year	lon	date	monthFull	month	jday
04_2017_F4_1	16S	79.01	14.73	28.95	2.98	35.03	315.77	95.21	NA	0.96	0.04	12.37	0.77	0	4.51	0	63.41	0	64.61	256.97	RAS_F4_04_1617_1	F4-S-1	F4	2016-17	6.96	2017-04-01	Apr-17	Apr	91
04_2017_F4_2	16S	79.01	19.5	38.51	3.88	35.08	313.27	96.58	NA	0.98	0.02	12.47	0.78	0	4.56	0	75.15	0	66.46	283.76	RAS_F4_04_1617_2	F4-S-1	F4	2016-17	6.96	2017-04-15	Apr-17	Apr	105
05_2017_F4_1	16S	79.01	24	28.67	4.07	35.07	317.76	98.41	NA	0.97	0.03	11.72	0.74	0.01	4.39	0	42.91	0	70.92	250.43	RAS_F4_05_1617_1	F4-S-1	F4	2016-17	6.96	2017-05-01	May-17	May	121
05_2017_F4_2	16S	79.01	24	30.5	3.76	35.08	321.24	98.75	NA	0.98	0.02	11.75	0.74	0.01	4.61	0	52.5	0	59.38	251.85	RAS_F4_05_1617_2	F4-S-1	F4	2016-17	6.96	2017-05-15	May-17	May	135
06_2017_F4_1	16S	79.01	24	28.47	4.21	35.08	320.78	99.69	NA	0.98	0.02	11.47	0.71	0.02	4.29	0	71.5	0	43.43	249.75	RAS_F4_06_1617_1	F4-S-1	F4	2016-17	6.96	2017-06-01	Jun-17	Jun	152
06_2017_F4_2	16S	79.01	24	41.97	4.97	35.09	313.5	99.21	NA	1	0	9.8	0.71	0.04	3.85	0	37.45	0	47.05	72.9	RAS_F4_06_1617_2	F4-S-1	F4	2016-17	6.96	2017-06-15	Jun-17	Jun	166
07_2017_F4_1	16S	79.01	24	33.84	5.79	35.07	328.06	105.83	NA	1	0	5.79	0.49	0.02	3.67	0	73.36	0	41.85	0	RAS_F4_07_1617_1	F4-S-1	F4	2016-17	6.96	2017-07-01	Jul-17	Jul	182
07_2017_F4_2	16S	79.01	24	28.85	6.24	35.06	335.45	109.34	NA	1	0	5.25	0.48	0.01	2.08	0	33.27	0	54.24	0	RAS_F4_07_1617_2	F4-S-1	F4	2016-17	6.96	2017-07-08	Jul-17	Jul	189
07_2017_F4_3	16S	79.01	24	29.77	5.98	35.07	317.35	102.82	NA	1	0	-0.12	0.21	0	3.02	0	33.61	0.06	30.51	0	RAS_F4_07_1617_3	F4-S-1	F4	2016-17	6.96	2017-07-15	Jul-17	Jul	196
08_2017_F4_1	16S	79.01	24	25.1	7.44	35.03	NA	NA	1.87	0.85	0.15	NA	NA	NA	NA	0	79.95	0.06	68.48	0	RAS_F4_08_1718_1	F4-S-2	F4	2017-18	6.96	2017-08-16	Aug-17	Aug	228
08_2017_F4_2	16S	79.01	19.94	33.62	7.22	35.06	294.19	98.04	1.02	0.89	0.11	NA	NA	NA	NA	0	77.64	0	77.18	0	RAS_F4_08_1718_2	F4-S-2	F4	2017-18	6.96	2017-08-30	Aug-17	Aug	242
09_2017_F4_1	16S	79.01	14.77	30.52	6.31	34.88	303.18	98.85	1.42	0.7	0.3	NA	NA	NA	NA	0	79.95	0	79.55	0	RAS_F4_09_1718_1	F4-S-2	F4	2017-18	6.96	2017-09-14	Sep-17	Sep	257
09_2017_F4_2	16S	79.01	10.7	30.24	6.92	35.04	297.6	98.49	0.67	0.88	0.12	NA	NA	NA	NA	0	79.92	NA	73.83	0	RAS_F4_09_1718_2	F4-S-2	F4	2017-18	6.96	2017-09-29	Sep-17	Sep	272
10_2017_F4	16S	79.01	0	37.95	6.63	35.01	293.74	96.55	0.1	0.84	0.16	NA	NA	NA	NA	0	76.01	0	77.99	78.22	RAS_F4_10_1718	F4-S-2	F4	2017-18	6.96	2017-10-29	Oct-17	Oct	302
11_2017_F4	16S	79.01	0	24.5	5.1	34.96	301.62	95.67	-0.01	0.81	0.19	NA	NA	NA	NA	0	76.01	0	78.67	63.89	RAS_F4_11_1718	F4-S-2	F4	2017-18	6.96	2017-11-28	Nov-17	Nov	332
12_2017_F4	16S	79.01	0	26.06	4.26	35.02	308.61	95.98	-0.02	0.9	0.1	NA	NA	NA	NA	0	75.42	0	78.38	259.27	RAS_F4_12_1718	F4-S-2	F4	2017-18	6.96	2017-12-28	Dec-17	Dec	362
01_2018_F4	16S	79.01	0	87.49	3.97	35.07	310.15	95.81	-0.03	0.96	0.04	NA	NA	NA	NA	0	74.7	0	77.15	324.46	RAS_F4_01_1718	F4-S-2	F4	2017-18	6.96	2018-01-27	Jan-18	Jan	27
02_2018_F4_1	16S	79.01	0	98.45	3.82	35.07	311.2	95.79	-0.04	0.97	0.03	NA	NA	NA	NA	0	75.42	0	75.25	290.86	RAS_F4_02_1718_1	F4-S-2	F4	2017-18	6.96	2018-02-11	Feb-18	Feb	42
02_2018_F4_2	16S	79.01	4.24	25.76	3.17	35.06	322.73	97.79	-0.03	0.97	0.03	NA	NA	NA	NA	0	79.95	0	76.17	251.54	RAS_F4_02_1718_2	F4-S-2	F4	2017-18	6.96	2018-02-26	Feb-18	Feb	57
03_2018_F4_1	16S	79.01	7.67	109.58	4.46	35.08	309.53	96.76	-0.04	0.96	0.04	NA	NA	NA	NA	0	75.42	0	75.99	157.23	RAS_F4_03_1718_1	F4-S-2	F4	2017-18	6.96	2018-03-07	Mar-18	Mar	66
03_2018_F4_2	16S	79.01	10.32	30.2	4	35.07	313.01	96.79	-0.04	0.96	0.04	NA	NA	NA	NA	0	74.7	0	72.22	257.33	RAS_F4_03_1718_2	F4-S-2	F4	2017-18	6.96	2018-03-16	Mar-18	Mar	75
03_2018_F4_3	16S	79.01	12.79	27.43	4.13	35.07	312.53	96.95	-0.05	0.96	0.04	NA	NA	NA	NA	0	75.42	0	75.92	261.45	RAS_F4_03_1718_3	F4-S-2	F4	2017-18	6.96	2018-03-25	Mar-18	Mar	84
04_2018_F4_1	16S	79.01	15.31	53.09	3.14	35.02	318.36	96.37	-0.03	0.93	0.07	NA	NA	NA	NA	0	75.42	0	76.62	351.04	RAS_F4_04_1718_1	F4-S-2	F4	2017-18	6.96	2018-04-03	Apr-18	Apr	93
04_2018_F4_2	16S	79.01	18.26	25.74	3.46	35.06	317.03	96.75	-0.01	0.97	0.03	NA	NA	NA	NA	0	75.42	0	76.43	250.28	RAS_F4_04_1718_2	F4-S-2	F4	2017-18	6.96	2018-04-12	Apr-18	Apr	102
04_2018_F4_3	16S	79.01	24	34.97	3.06	35.05	320.64	96.88	0.07	0.96	0.04	NA	NA	NA	NA	0	76.01	0	76.12	254.78	RAS_F4_04_1718_3	F4-S-2	F4	2017-18	6.96	2018-04-21	Apr-18	Apr	111
04_2018_F4_4	16S	79.01	24	26.37	3.27	35.05	325.31	98.82	0.84	0.96	0.04	NA	NA	NA	NA	0	76.01	0	78.57	250.24	RAS_F4_04_1718_4	F4-S-2	F4	2017-18	6.96	2018-04-30	Apr-18	Apr	120
05_2018_F4_1	16S	79.01	24	25.39	4.11	35.07	340.4	105.51	4.28	0.95	0.05	NA	NA	NA	NA	0	75.42	0	77.44	67.5	RAS_F4_05_1718_1	F4-S-2	F4	2017-18	6.96	2018-05-12	May-18	May	132
05_2018_F4_2	16S	79.01	24	29.29	3.5	35.06	340.42	103.99	5.05	0.96	0.04	NA	NA	NA	NA	0	72.42	0	74.57	66.56	RAS_F4_05_1718_2	F4-S-2	F4	2017-18	6.96	2018-05-24	May-18	May	144
06_2018_F4_1	16S	79.01	24	24.22	3.95	35.05	373.55	115.33	12.44	0.94	0.06	NA	NA	NA	NA	0	75.42	0	74.72	26.51	RAS_F4_06_1718_1	F4-S-2	F4	2017-18	6.96	2018-06-05	Jun-18	Jun	156
06_2018_F4_2	16S	79.01	24	27.16	4.84	35.04	364.8	115.05	13.22	0.91	0.09	NA	NA	NA	NA	0	75.42	0	75.15	0	RAS_F4_06_1718_2	F4-S-2	F4	2017-18	6.96	2018-06-17	Jun-18	Jun	168
06_2018_F4_3	16S	79.01	24	25.21	5.46	35.03	336.69	107.73	6.46	0.89	0.11	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_06_1718_3	F4-S-2	F4	2017-18	6.96	2018-06-29	Jun-18	Jun	180
07_2018_F4_1	16S	79.01	24	24.76	5.83	35.03	346.67	111.91	10.81	0.88	0.12	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_07_1718_1	F4-S-2	F4	2017-18	6.96	2018-07-08	Jul-18	Jul	189
07_2018_F4_2	16S	79.01	24	23.97	5.84	35.06	329.08	106.26	6.31	0.92	0.08	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_07_1718_2	F4-S-2	F4	2017-18	6.96	2018-07-17	Jul-18	Jul	198
08_2018_F4_1	16S	79	24	24.55	6.42	35.01	308.86	101.05	4.62	0.85	0.15	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_08_1819_1	F4-S-3	F4	2018-19	7	2018-08-05	Aug-18	Aug	217
08_2018_F4_2	16S	79	24	23.85	6.41	34.99	302.94	99.08	3.65	0.82	0.18	NA	NA	NA	NA	0	71.38	0	75.22	0	RAS_F4_08_1819_2	F4-S-3	F4	2018-19	7	2018-08-21	Aug-18	Aug	233
09_2018_F4_1	16S	79	17.27	24.58	7.04	34.95	290.52	96.36	1.92	0.77	0.23	NA	NA	NA	NA	0	75.42	0	74.13	0	RAS_F4_09_1819_1	F4-S-3	F4	2018-19	7	2018-09-06	Sep-18	Sep	249
09_2018_F4_2	16S	79	12.58	25.7	6.71	35	285.05	93.88	0.75	0.83	0.17	NA	NA	NA	NA	0	72.33	0	75.42	26.95	RAS_F4_09_1819_2	F4-S-3	F4	2018-19	7	2018-09-22	Sep-18	Sep	265
10_2018_F4_1	16S	79	8.08	26.01	4.56	34.69	297.89	93.07	0.55	0.5	0.5	NA	NA	NA	NA	0	71.02	0	73.76	0	RAS_F4_10_1819_1	F4-S-3	F4	2018-19	7	2018-10-08	Oct-18	Oct	281
10_2018_F4_2	16S	79	1.76	48.55	5.61	34.96	288.1	92.45	0.31	0.8	0.2	NA	NA	NA	NA	0	75.42	0	74.06	75.63	RAS_F4_10_1819_2	F4-S-3	F4	2018-19	7	2018-10-24	Oct-18	Oct	297
11_2018_F4_1	16S	79	0	40.95	5.23	34.96	291.81	92.84	0.21	0.82	0.18	NA	NA	NA	NA	0	75.42	0	74.68	68.53	RAS_F4_11_1819_1	F4-S-3	F4	2018-19	7	2018-11-09	Nov-18	Nov	313
11_2018_F4_2	16S	79	0	29.02	4.81	35	296.51	93.43	0.17	0.87	0.13	NA	NA	NA	NA	0	73.92	0	73.81	56.82	RAS_F4_11_1819_2	F4-S-3	F4	2018-19	7	2018-11-25	Nov-18	Nov	329
12_2018_F4_1	16S	79	0	33.67	4.31	34.97	298.04	92.76	0.16	0.84	0.16	NA	NA	NA	NA	0	75.42	0	75.42	61.08	RAS_F4_12_1819_1	F4-S-3	F4	2018-19	7	2018-12-11	Dec-18	Dec	345
12_2018_F4_2	16S	79	0	33.44	4.3	34.99	298.3	92.85	0.15	0.87	0.13	NA	NA	NA	NA	0	75.42	0	75.42	82.39	RAS_F4_12_1819_2	F4-S-3	F4	2018-19	7	2018-12-27	Dec-18	Dec	361
01_2019_F4_1	16S	79	0	47.44	4.22	34.98	297.93	92.53	0.15	0.86	0.14	NA	NA	NA	NA	0	75.42	0	75.42	279.32	RAS_F4_01_1819_1	F4-S-3	F4	2018-19	7	2019-01-12	Jan-19	Jan	12
01_2019_F4_2	16S	79	0	37.17	3.56	35	302.55	92.5	0.15	0.89	0.11	NA	NA	NA	NA	0	75.42	0	75.42	265.44	RAS_F4_01_1819_2	F4-S-3	F4	2018-19	7	2019-01-28	Jan-19	Jan	28
02_2019_F4	16S	79	0	25.3	3.45	34.99	304.79	92.94	0.15	0.89	0.11	NA	NA	NA	NA	0	75.42	0	74.68	252.57	RAS_F4_02_1819	F4-S-3	F4	2018-19	7	2019-02-13	Feb-19	Feb	44
03_2019_F4_1	16S	79	5.38	25.41	3.75	35.01	301.66	92.67	0.15	0.9	0.1	NA	NA	NA	NA	0	75.42	0	75.14	253.31	RAS_F4_03_1819_1	F4-S-3	F4	2018-19	7	2019-03-01	Mar-19	Mar	60
03_2019_F4_2	16S	79	10.59	32.84	3.62	35.01	301.44	92.32	0.15	0.9	0.1	NA	NA	NA	NA	0	75.42	0	75.42	257.47	RAS_F4_03_1819_2	F4-S-3	F4	2018-19	7	2019-03-17	Mar-19	Mar	76
04_2019_F4_1	16S	79	15.05	25.08	3.13	35.01	305.81	92.54	0.15	0.92	0.08	NA	NA	NA	NA	0	73.75	0	74.83	252.75	RAS_F4_04_1819_1	F4-S-3	F4	2018-19	7	2019-04-02	Apr-19	Apr	92
04_2019_F4_2	16S	79	21.52	34.21	3.47	35.01	305.5	93.22	0.31	0.9	0.1	NA	NA	NA	NA	0	72.11	0	73.27	262.38	RAS_F4_04_1819_2	F4-S-3	F4	2018-19	7	2019-04-18	Apr-19	Apr	108
05_2019_F4_1	16S	79	24	29.18	2.93	34.93	313.75	94.37	1.72	0.82	0.18	NA	NA	NA	NA	0	70.03	0	62.61	161	RAS_F4_05_1819_1	F4-S-3	F4	2018-19	7	2019-05-04	May-19	May	124
05_2019_F4_2	16S	79	24	23.97	3.81	35.02	314.61	96.78	0.97	0.92	0.08	NA	NA	NA	NA	0	34.49	0	67.53	72.38	RAS_F4_05_1819_2	F4-S-3	F4	2018-19	7	2019-05-20	May-19	May	140
06_2019_F4_1	16S	79	24	47.76	4.19	35.03	312.09	96.92	1.06	0.92	0.08	NA	NA	NA	NA	0	57.28	0	59.59	49.02	RAS_F4_06_1819_1	F4-S-3	F4	2018-19	7	2019-06-05	Jun-19	Jun	156
06_2019_F4_2	16S	79	24	30.92	4.45	35.04	312.29	97.58	0.69	0.92	0.08	NA	NA	NA	NA	0.38	21.44	0.08	41.84	52.67	RAS_F4_06_1819_2	F4-S-3	F4	2018-19	7	2019-06-21	Jun-19	Jun	172
07_2019_F4_1	16S	79	24	23.7	4.88	35.04	320.37	101.13	3.35	0.92	0.08	NA	NA	NA	NA	0	75.42	1.27	36.82	0	RAS_F4_07_1819_1	F4-S-3	F4	2018-19	7	2019-07-03	Jul-19	Jul	184
07_2019_F4_2	16S	79	24	38.51	5.05	35.03	310.23	98.33	0.99	0.89	0.11	NA	NA	NA	NA	0	58.49	0	73.3	0	RAS_F4_07_1819_2	F4-S-3	F4	2018-19	7	2019-07-11	Jul-19	Jul	192
07_2019_F4_3	16S	79	24	30.66	5.41	35.02	295.94	94.59	0.32	0.88	0.12	NA	NA	NA	NA	0	75.42	0	60.61	0	RAS_F4_07_1819_3	F4-S-3	F4	2018-19	7	2019-07-19	Jul-19	Jul	200
07_2019_F4_4	16S	79	24	22.6	6.21	34.99	317.46	103.35	1.88	0.83	0.17	NA	NA	NA	NA	0	75.42	0	73.9	0	RAS_F4_07_1819_4	F4-S-3	F4	2018-19	7	2019-07-27	Jul-19	Jul	208
08_2019_F4_1	16S	79	24	23.09	4.8	34.78	354.42	111.43	3.68	0.61	0.39	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_08_1819_3	F4-S-3	F4	2019-20	7	2019-08-04	Aug-19	Aug	216
08_2019_F4_2	16S	79	24	22.85	7.04	34.95	310.81	103.09	3.46	0.77	0.23	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_08_1819_4	F4-S-3	F4	2019-20	7	2019-08-12	Aug-19	Aug	224
09_2019_F4_1	16S	79.02	14.51	31.5	6.37	34.89	292.44	95.48	1.91	0.71	0.29	NA	NA	NA	NA	0	75.42	0	72.56	24.07	RAS_F4_09_1920_1	F4-S-4	F4	2019-20	6.97	2019-09-15	Sep-19	Sep	258
10_2019_F4_1	16S	79.02	10.13	25.33	6.18	34.82	289.16	93.94	1.15	0.63	0.37	NA	NA	NA	NA	0	75.42	0	75.42	10.12	RAS_F4_10_1920_1	F4-S-4	F4	2019-20	6.97	2019-10-01	Oct-19	Oct	274
10_2019_F4_2	16S	79.02	4.68	21.85	4.96	34.68	295.7	93.28	0.74	0.49	0.51	NA	NA	NA	NA	0	70.2	0	75.42	49.67	RAS_F4_10_1920_2	F4-S-4	F4	2019-20	6.97	2019-10-17	Oct-19	Oct	290
11_2019_F4_1	16S	79.02	0	24.74	3.21	34.53	307.44	92.88	0.5	0.34	0.66	NA	NA	NA	NA	0	75.42	0	73.44	0	RAS_F4_11_1920_1	F4-S-4	F4	2019-20	6.97	2019-11-02	Nov-19	Nov	306
11_2019_F4_2	16S	79.02	0	21.29	3.01	34.68	308.22	92.67	0.41	0.52	0.48	NA	NA	NA	NA	0	67.03	0	75.42	48.37	RAS_F4_11_1920_2	F4-S-4	F4	2019-20	6.97	2019-11-18	Nov-19	Nov	322
12_2019_F4_1	16S	79.02	0	22.65	3.77	34.95	299.91	92.14	0.37	0.83	0.17	NA	NA	NA	NA	0	75.42	0	68.4	257.24	RAS_F4_12_1920_1	F4-S-4	F4	2019-20	6.97	2019-12-04	Dec-19	Dec	338
12_2019_F4_2	16S	79.02	0	21.45	2.41	34.73	309.97	91.9	0.38	0.59	0.41	NA	NA	NA	NA	0	75.42	0	74.36	196.99	RAS_F4_12_1920_2	F4-S-4	F4	2019-20	6.97	2019-12-20	Dec-19	Dec	354
01_2020_F4_1	16S	79.02	0	32.97	2.66	34.88	308.58	92.2	0.35	0.76	0.24	NA	NA	NA	NA	0	67.77	0	71.55	272.8	RAS_F4_01_1920_1	F4-S-4	F4	2019-20	6.97	2020-01-05	Jan-20	Jan	5
01_2020_F4_2	16S	79.02	0	33.39	3.33	34.94	303.24	92.15	0.33	0.82	0.18	NA	NA	NA	NA	0	55.91	0	56.79	163.28	RAS_F4_01_1920_2	F4-S-4	F4	2019-20	6.97	2020-01-21	Jan-20	Jan	21
02_2020_F4_1	16S	79.02	0	22.29	3.26	34.94	302.57	91.81	0.36	0.83	0.17	NA	NA	NA	NA	0	65.92	0	60.38	55.71	RAS_F4_02_1920_1	F4-S-4	F4	2019-20	6.97	2020-02-06	Feb-20	Feb	37
02_2020_F4_2	16S	79.02	2.12	27.03	1.76	34.72	310.32	90.5	0.34	0.6	0.4	NA	NA	NA	NA	0	65.45	0	68.42	154.81	RAS_F4_02_1920_2	F4-S-4	F4	2019-20	6.97	2020-02-22	Feb-20	Feb	53
03_2020_F4_1	16S	79.02	8.55	54.59	-0.22	34.51	322.46	89.21	0.31	0.39	0.61	NA	NA	NA	NA	7.7	25.34	0	58.5	41.74	RAS_F4_03_1920_1	F4-S-4	F4	2019-20	6.97	2020-03-09	Mar-20	Mar	69
03_2020_F4_2	16S	79.02	13.07	22.66	-0.04	34.51	320.23	89.09	0.35	0.39	0.61	NA	NA	NA	NA	38.15	-7.05	13.06	19.1	25.23	RAS_F4_03_1920_2	F4-S-4	F4	2019-20	6.97	2020-03-25	Mar-20	Mar	85
04_2020_F4_1	16S	79.02	18.02	21.2	0.9	34.63	322.55	92.03	0.77	0.51	0.49	NA	NA	NA	NA	1.15	23.57	19.9	4.58	50.13	RAS_F4_04_1920_1	F4-S-4	F4	2019-20	6.97	2020-04-10	Apr-20	Apr	101
04_2020_F4_2	16S	79.02	24	26.18	2.4	34.82	319.92	94.82	1.57	0.7	0.3	NA	NA	NA	NA	0	33.12	0.65	40.08	51.38	RAS_F4_04_1920_2	F4-S-4	F4	2019-20	6.97	2020-04-26	Apr-20	Apr	117
05_2020_F4_1	16S	79.02	24	20.68	2.29	34.85	333.57	98.71	3.36	0.74	0.26	NA	NA	NA	NA	0	73.23	0	54.78	23.94	RAS_F4_05_1920_1	F4-S-4	F4	2019-20	6.97	2020-05-12	May-20	May	133
05_2020_F4_2	16S	79.02	24	20.92	3.63	34.94	320.53	98.13	1.64	0.81	0.19	NA	NA	NA	NA	0	60.42	0	61.64	48.25	RAS_F4_05_1920_2	F4-S-4	F4	2019-20	6.97	2020-05-28	May-20	May	149
06_2020_F4_1	16S	79.02	24	20.78	4.09	34.88	334.34	103.29	5.99	0.73	0.27	NA	NA	NA	NA	0	59.21	0	67.18	24.2	RAS_F4_06_1920_1	F4-S-4	F4	2019-20	6.97	2020-06-13	Jun-20	Jun	165
06_2020_F4_2	16S	79.02	24	22.11	5.25	34.81	320.15	101.77	2.14	0.63	0.37	NA	NA	NA	NA	0	43.06	0.6	40.12	0	RAS_F4_06_1920_2	F4-S-4	F4	2019-20	6.97	2020-06-29	Jun-20	Jun	181
07_2020_F4_1	16S	79.02	24	31.88	6.24	34.88	318.63	103.68	4.42	0.7	0.3	NA	NA	NA	NA	0	75.42	1.11	55.13	0	RAS_F4_07_1920_1	F4-S-4	F4	2019-20	6.97	2020-07-15	Jul-20	Jul	197
07_2020_F4_2	16S	79.02	24	21.42	6.54	34.95	323.86	106.21	4.93	0.77	0.23	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_07_1920_2	F4-S-4	F4	2019-20	6.97	2020-07-31	Jul-20	Jul	213
08_2020_F4	16S	79.02	24	26.35	6.78	34.93	292.47	96.42	1.94	0.75	0.25	NA	NA	NA	NA	0	75.42	0	75.42	0	RAS_F4_08_1920	F4-S-4	F4	2019-20	6.97	2020-08-16	Aug-20	Aug	229
09_2020_F4_1	16S	79.02	18.83	20.54	7.07	34.73	293.68	97.31	1.71	0.51	0.49	NA	NA	NA	NA	0	75.42	0	75.22	0	RAS_F4_09_1920_2	F4-S-4	F4	2019-20	6.97	2020-09-01	Sep-20	Sep	245
09_2020_F4_2	16S	79.02	13.67	22.81	6.69	34.82	288.41	94.81	1.73	0.61	0.39	NA	NA	NA	NA	0	75.42	0	74.6	0	RAS_F4_09_1920_3	F4-S-4	F4	2019-20	6.97	2020-09-17	Sep-20	Sep	261
06_2021_F4_1	16S	79.01	24	25.38	3.51	34.79	336.54	102.59	6.1	0.64	0.36	NA	NA	NA	NA	0	52.07	0.05	69.4	NA	RAS_F4_06_2122_1	F4-S-5	F4	2021-22	6.96	2021-06-18	Jun-21	Jun	169
07_2021_F4_1	16S	79.01	24	22.92	4.14	34.86	352.37	109.01	10.84	0.71	0.29	NA	NA	NA	NA	0	70.15	0	51.01	NA	RAS_F4_07_2122_1	F4-S-5	F4	2021-22	6.96	2021-07-04	Jul-21	Jul	185
07_2021_F4_2	16S	79.01	24	30.28	5.46	34.96	324.59	103.84	8.55	0.81	0.19	NA	NA	NA	NA	0	64.88	0	71.51	NA	RAS_F4_07_2122_2	F4-S-5	F4	2021-22	6.96	2021-07-16	Jul-21	Jul	197
08_2021_F4_1	16S	79.01	24	25.08	3.23	34.3	354.16	105.72	1.27	0.39	0.61	NA	NA	NA	NA	0	75.42	0	74.34	NA	RAS_F4_08_2122_1	F4-S-5	F4	2021-22	6.96	2021-08-05	Aug-21	Aug	217
08_2021_F4_2	16S	79.01	24	26.29	7.01	34.99	296.26	98.22	2.26	0.81	0.19	NA	NA	NA	NA	0	75.42	0	75.42	NA	RAS_F4_08_2122_2	F4-S-5	F4	2021-22	6.96	2021-08-21	Aug-21	Aug	233
09_2021_F4_1	16S	79.01	17.28	39.35	6	34.96	290.15	93.96	1.27	0.8	0.2	NA	NA	NA	NA	0	75.42	0	75.42	NA	RAS_F4_09_2122_1	F4-S-5	F4	2021-22	6.96	2021-09-06	Sep-21	Sep	249
09_2021_F4_2	16S	79.01	12.58	39.89	6.18	34.99	287.37	93.48	0.72	0.83	0.17	NA	NA	NA	NA	0	75.42	0	75.22	NA	RAS_F4_09_2122_2	F4-S-5	F4	2021-22	6.96	2021-09-22	Sep-21	Sep	265
10_2021_F4_1	16S	79.01	8.08	44.63	5.47	34.91	294.01	94	0.53	0.75	0.25	NA	NA	NA	NA	0	75.42	0	75.42	NA	RAS_F4_10_2122_1	F4-S-5	F4	2021-22	6.96	2021-10-08	Oct-21	Oct	281
11_2021_F4_1	16S	79.01	1.75	23.99	5.16	34.98	292.4	92.88	0.26	0.84	0.16	NA	NA	NA	NA	0	73.32	0	75.42	NA	RAS_F4_11_2122_1	F4-S-5	F4	2021-22	6.96	2021-10-24	Oct-21	Oct	297
11_2021_F4_2	16S	79.01	0	32.88	4.98	35.02	292.1	92.41	0.11	0.88	0.12	NA	NA	NA	NA	0	75.42	0	74.86	NA	RAS_F4_11_2122_2	F4-S-5	F4	2021-22	6.96	2021-11-09	Nov-21	Nov	313
12_2021_F4_1	16S	79.01	0	36.19	5.37	35.01	288.01	91.96	0.08	0.87	0.13	NA	NA	NA	NA	0	75.42	0	75.42	NA	RAS_F4_12_2122_1	F4-S-5	F4	2021-22	6.96	2021-11-25	Nov-21	Nov	329
12_2021_F4_2	16S	79.01	0	24.59	3.79	35.01	300.12	92.29	0.06	0.9	0.1	NA	NA	NA	NA	0	75.42	0	74.68	NA	RAS_F4_12_2122_2	F4-S-5	F4	2021-22	6.96	2021-12-11	Dec-21	Dec	345
01_2022_F4_1	16S	79.01	0	24.46	3.28	34.91	300.66	91.23	0.06	0.79	0.21	NA	NA	NA	NA	0	65.9	0	75.42	NA	RAS_F4_01_2122_1	F4-S-5	F4	2021-22	6.96	2021-12-27	Dec-21	Dec	361
01_2022_F4_2	16S	79.01	0	29.54	3.23	34.93	302.75	91.78	0.06	0.82	0.18	NA	NA	NA	NA	0	75.42	0	74.33	NA	RAS_F4_01_2122_2	F4-S-5	F4	2021-22	6.96	2022-01-12	Jan-22	Jan	12
02_2022_F4_1	16S	79.01	0	23.28	3.57	34.99	299.81	91.68	0.05	0.88	0.12	NA	NA	NA	NA	0	75.42	0	75.22	NA	RAS_F4_02_2122_1	F4-S-5	F4	2021-22	6.96	2022-01-28	Jan-22	Jan	28
02_2022_F4_2	16S	79.01	0	56.57	2.91	34.99	303.98	91.47	0.06	0.9	0.1	NA	NA	NA	NA	0	75.42	0	75.42	NA	RAS_F4_02_2122_2	F4-S-5	F4	2021-22	6.96	2022-02-13	Feb-22	Feb	44
03_2022_F4_1	16S	79.01	5.37	28.34	3.64	35	299.04	91.6	0.05	0.9	0.1	NA	NA	NA	NA	0	63.64	0	75.42	NA	RAS_F4_03_2122_1	F4-S-5	F4	2021-22	6.96	2022-03-01	Mar-22	Mar	60
03_2022_F4_2	16S	79.01	10.59	50.26	3.54	34.96	302.04	92.28	0.05	0.85	0.15	NA	NA	NA	NA	0	74.88	0	63.73	NA	RAS_F4_03_2122_2	F4-S-5	F4	2021-22	6.96	2022-03-17	Mar-22	Mar	76
04_2022_F4_1	16S	79.01	15.05	28.06	2.97	34.96	306.69	92.4	0.11	0.86	0.14	NA	NA	NA	NA	0	75.42	0	71.77	NA	RAS_F4_04_2122_1	F4-S-5	F4	2021-22	6.96	2022-04-02	Apr-22	Apr	92
04_2022_F4_2	16S	79.01	21.53	41.84	3.88	34.99	303.02	93.35	0.42	0.88	0.12	NA	NA	NA	NA	0	70.15	0	74.28	NA	RAS_F4_04_2122_2	F4-S-5	F4	2021-22	6.96	2022-04-18	Apr-22	Apr	108
05_2022_F4_1	16S	79.01	24	22.94	2.54	34.91	313.54	93.42	0.4	0.81	0.19	NA	NA	NA	NA	0	40.28	0	61.21	NA	RAS_F4_05_2122_1	F4-S-5	F4	2021-22	6.96	2022-05-04	May-22	May	124
05_2022_F4_2	16S	79.01	24	22.93	1.59	34.67	343.91	99.79	4.35	0.53	0.47	NA	NA	NA	NA	0	45.97	0.69	38.18	NA	RAS_F4_05_2122_2	F4-S-5	F4	2021-22	6.96	2022-05-20	May-22	May	140
