date	sample_id	PANGAEA_event	sample	type	gear	lat	lon	numeric_depth	depth_category	Watermass1	Watermass2	depth_or_watermass	sample_title	locus_tag	cycles	reads	clip_id	miseq_ID	seq_fwd	seq_rev	running_id	bottle_id	Niskin_id	PotentialTemperature	PracticalSalinity	InsituTemperature	PrDM	DepSM	Sbeox0_umol/L	Sbeox1_umol/L	FlECO-AFL	CO2_umol/L	CO2_umol/L_umolkg	NO3+NO2_c_mean	NO3+NO2_c_std	NO2_c_mean	NO2_c_std	SiOH4_c_mean	SiOH4_c_std	PO4_c_mean	PO4_c_std	NH4_c_mean	NH4_c_std	TDN_c_mean	TDN_c_std	TDP_c_mean	TDP_c_std	NO3+NO2_c_mean_umolkg	NO3+NO2_c_std_umolkg	NO2_c_mean_umolkg	NO2_c_std_umolkg	SiOH4_c_mean_umolkg	SiOH4_c_std_umolkg	PO4_c_mean_umolkg	PO4_c_std_umolkg	NH4_c_mean_umolkg	NH4_c_std_umolkg	TDN_c_mean_umolkg	TDN_c_std_umolkg	TDP_c_mean_umolkg	TDP_c_std_umolkg
2023-09-12	CTD_240	PS138_174-1	Transect_60E_03	seawater	CTD	88.995298	59.611314	10	10	ML	PSW	ML	PS138-174-1-CTD-10-16S	16S	25	135106	PS138-174-1-CTD-10-16S_clip	L9424	PS138-174-1-CTD-10-16S_clip_R1_001.fastq.gz	PS138-174-1-CTD-10-16S_clip_R2_001.fastq.gz	121	24	PS138_174-1-N24	-1.7016	31.569	-1.7015	10.037	9.929	383.72	385.88	0.4254	395.7	385.695	0.246	0.028	-0.011	0	4.496	0.011	0.347	0.001	0.137	0.005	5.502	0.065	0.383	0.01	0.241	0.027	-0.011	0	4.397	0.011	0.339	0.001	0.134	0.005	5.381	0.064	0.375	0.01
2023-09-12	CTD_236	PS138_174-1	Transect_60E_03	seawater	CTD	88.995298	59.611314	50	50	PSW	NA	PSW	PS138-174-1-CTD-50-16S	16S	25	97451	PS138-174-1-CTD-50-16S_clip	L9424	PS138-174-1-CTD-50-16S_clip_R1_001.fastq.gz	PS138-174-1-CTD-50-16S_clip_R2_001.fastq.gz	119	19	PS138_174-1-N19	-1.7054	32.935	-1.7046	50.005	49.462	368.1	368.23	0.1687	372.9	363.069	2.895	0.007	-0.011	0	5.07	0.002	0.404	0	-0.013	0.003	7.386	0.018	0.414	0	2.829	0.007	-0.011	0	4.954	0.002	0.395	0	-0.013	0.003	7.217	0.018	0.405	0
2023-09-12	CTD_216	PS138_173-1	Transect_60E_02	seawater	CTD	89.339373	59.19928	100	100	LHC	NA	LHC	PS138-173-1-CTD-100-16S	16S	25	70587	PS138-173-1-CTD-100-16S_clip	L9424	PS138-173-1-CTD-100-16S_clip_R1_001.fastq.gz	PS138-173-1-CTD-100-16S_clip_R2_001.fastq.gz	109	14	PS138_173-1-N14	-1.4333	34.048	-1.4311	100.941	99.833	319.18	320.25	-0.0228	327.7	318.778	4.709	2.167	0	0	5.605	0.004	0.601	0.001	0.046	0.001	11.594	0	0.585	0	4.597	2.116	0	0	5.472	0.004	0.587	0.001	0.045	0.001	11.319	0	0.571	0
2023-09-12	CTD_220	PS138_173-1	Transect_60E_02	seawater	CTD	89.339373	59.19928		chl-max	ML	PSW	ML	PS138-173-1-CTD-chlmax-16S	16S	25	83693	PS138-173-1-CTD-chlmax-16S_clip	L9424	PS138-173-1-CTD-chlmax-16S_clip_R1_001.fastq.gz	PS138-173-1-CTD-chlmax-16S_clip_R2_001.fastq.gz	111	21	PS138_173-1-N21	-1.6694	31.471	-1.6691	23.805	23.548	388.1	389.28	0.3687	399.1	389.039	0.162	0.005	0	0	4.222	0.004	0.356	0.001	0.169	0.002	5.784	0	0.363	0	0.158	0.005	0	0	4.13	0.004	0.348	0.001	0.165	0.002	5.658	0	0.355	0
2023-09-12	CTD_218	PS138_173-1	Transect_60E_02	seawater	CTD	89.339373	59.19928	50	50	PSW	NA	PSW	PS138-173-1-CTD-50-16S	16S	25	79953	PS138-173-1-CTD-50-16S_clip	L9424	PS138-173-1-CTD-50-16S_clip_R1_001.fastq.gz	PS138-173-1-CTD-50-16S_clip_R2_001.fastq.gz	110	17	PS138_173-1-N17	-1.6824	32.548	-1.6816	50.743	50.191	361.3	362.12	0.0982	351.3	342.145	3.835	2.459	0	0	9.397	0.004	0.622	0.001	0.031	0.001	10.063	0	0.606	0	3.748	2.403	0	0	9.184	0.004	0.608	0.001	0.03	0.001	9.835	0	0.592	0
2023-09-12	CTD_244	PS138_175-1	Transect_60E_04	seawater	CTD	88.670737	60.18934	200	200	AW1	NA	AW1	PS138-175-1-CTD-200-16S	16S	25	69690	PS138-175-1-CTD-200-16S_clip	L9424	PS138-175-1-CTD-200-16S_clip_R1_001.fastq.gz	PS138-175-1-CTD-200-16S_clip_R2_001.fastq.gz	123	9	PS138_175-1-N9	1.2233	34.819	1.2329	202.099	199.832	292.98	294.26	-0.0554	303	294.605	12.139	0.008	0.008	0	4.978	0.001	0.812	0.001	-0.024	0.003	14.987	0.008	0.79	0.001	11.844	0.008	0.008	0	4.857	0.001	0.792	0.001	-0.023	0.003	14.622	0.008	0.771	0.001
2023-09-12	CTD_268	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	4360	bottom+5	EBBW	NA	EBBW	PS138-176-1-CTD-4360-16S	16S	25	58653	PS138-176-1-CTD-4360-16S_clip	L9424	PS138-176-1-CTD-4360-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-4360-16S_clip_R2_001.fastq.gz	136	1	PS138_176-1-N1	-0.92191	34.941	-0.61735	4453.767	4360.359	286.19	289.73	-0.0549	304.5	296.005	15.108	0.016	0.011	0.003	11.896	0.008	1.014	0.002	-0.007	0.005	17.126	0.027	0.983	0.002	14.739	0.016	0.011	0.003	11.606	0.008	0.989	0.002	-0.007	0.005	16.708	0.026	0.959	0.002
2023-09-12	CTD_260	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	200	200	AW1	NA	AW1	PS138-176-1-CTD-200-16S	16S	25	134519	PS138-176-1-CTD-200-16S_clip	L9424	PS138-176-1-CTD-200-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-200-16S_clip_R2_001.fastq.gz	131	13	PS138_176-1-N13	0.95817	34.757	0.9673	202.451	200.18	294.26	295.09	-0.0451	303	294.622	11.944	0.003	0.012	0.002	4.969	0.004	0.8	0	-0.018	0.003	14.761	0.004	0.785	0.002	11.654	0.003	0.012	0.002	4.848	0.004	0.781	0	-0.018	0.003	14.403	0.004	0.766	0.002
2023-09-12	CTD_246	PS138_175-1	Transect_60E_04	seawater	CTD	88.670737	60.18934	100	100	LHC	NA	LHC	PS138-175-1-CTD-100-16S	16S	25	85607	PS138-175-1-CTD-100-16S_clip	L9424	PS138-175-1-CTD-100-16S_clip_R1_001.fastq.gz	PS138-175-1-CTD-100-16S_clip_R2_001.fastq.gz	124	14	PS138_175-1-N14	-1.5966	34.082	-1.5945	100.953	99.845	340.69	342.82	-0.0061	334.3	325.194	6.63	0.006	0.014	0	3.293	0.002	0.534	0.001	-0.024	0.002	10.089	0.017	0.537	0.002	6.472	0.006	0.014	0	3.215	0.002	0.521	0.001	-0.023	0.002	9.849	0.017	0.524	0.002
2023-09-12	CTD_262	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	100	100	UHC	NA	UHC	PS138-176-1-CTD-100-16S	16S	25	124894	PS138-176-1-CTD-100-16S_clip	L9424	PS138-176-1-CTD-100-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-100-16S_clip_R2_001.fastq.gz	132	16	PS138_176-1-N16	-1.7919	33.855	-1.7902	100.773	99.667	366.43	368.21	-0.0273	359.7	349.959	4.275	0.002	0.02	0.001	2.538	0.002	0.392	0.001	-0.014	0.005	8.057	0.008	0.413	0.002	4.174	0.002	0.02	0.001	2.478	0.002	0.383	0.001	-0.014	0.005	7.867	0.008	0.403	0.002
2023-09-12	CTD_270	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	50	50	PSW	NA	PSW	PS138-176-1-CTD-50-16S	16S	25	70468	PS138-176-1-CTD-50-16S_clip	L9424	PS138-176-1-CTD-50-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-50-16S_clip_R2_001.fastq.gz	137	19	PS138_176-1-N19	-1.7519	33.556	-1.751	50.591	50.042	363.46	365.29	0.0673	374.8	364.736	2.708	0.003	0.025	0.004	2.376	0.002	0.31	0.001	-0.015	0.001	6.879	0.02	0.341	0.002	2.645	0.003	0.024	0.004	2.32	0.002	0.303	0.001	-0.015	0.001	6.718	0.02	0.333	0.002
2023-09-12	CTD_252	PS138_175-1	Transect_60E_04	seawater	CTD	88.670737	60.18934	10	10	ML	PSW	ML	PS138-175-1-CTD-10-16S	16S	25	90883	PS138-175-1-CTD-10-16S_clip	L9424	PS138-175-1-CTD-10-16S_clip_R1_001.fastq.gz	PS138-175-1-CTD-10-16S_clip_R2_001.fastq.gz	127	24	PS138_175-1-N24	-1.7058	31.788	-1.7057	9.829	9.723	383.95	385.8	0.4232	392	382.02	0.507	0	0.033	0.002	4.708	0.008	0.305	0.002	0.088	0.005	5.343	0.007	0.356	0.006	0.496	0	0.032	0.002	4.604	0.008	0.298	0.002	0.086	0.005	5.225	0.007	0.348	0.006
2023-09-12	CTD_248	PS138_175-1	Transect_60E_04	seawater	CTD	88.670737	60.18934	50	50	PSW	NA	PSW	PS138-175-1-CTD-50-16S	16S	25	193924	PS138-175-1-CTD-50-16S_clip	L9424	PS138-175-1-CTD-50-16S_clip_R1_001.fastq.gz	PS138-175-1-CTD-50-16S_clip_R2_001.fastq.gz	125	17	PS138_175-1-N17	-1.741	33.295	-1.7402	50.331	49.785	364.34	366.63	0.1331	376.8	366.761	2.649	0.003	0.037	0.003	3.64	0.002	0.339	0.001	-0.022	0.003	7.087	0.007	0.378	0.002	2.588	0.003	0.036	0.003	3.556	0.002	0.331	0.001	-0.021	0.003	6.923	0.007	0.369	0.002
2023-09-12	CTD_250	PS138_175-1	Transect_60E_04	seawater	CTD	88.670737	60.18934		chl-max	ML	PSW	ML	PS138-175-1-CTD-chlmax-16S	16S	25	87753	PS138-175-1-CTD-chlmax-16S_clip	L9424	PS138-175-1-CTD-chlmax-16S_clip_R1_001.fastq.gz	PS138-175-1-CTD-chlmax-16S_clip_R2_001.fastq.gz	126	21	PS138_175-1-N21	-1.7107	31.89	-1.7105	16.95	16.767	383.91	386.15	0.367	388.6	378.675	0.899	0.001	0.041	0	4.591	0.001	0.315	0	0.079	0.004	5.698	0.022	0.367	0.004	0.879	0.001	0.04	0	4.489	0.001	0.308	0	0.077	0.004	5.572	0.022	0.359	0.004
2023-09-12	CTD_266	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	10	10	ML	PSW	ML	PS138-176-1-CTD-10-16S	16S	25	126868	PS138-176-1-CTD-10-16S_clip	L9424	PS138-176-1-CTD-10-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-10-16S_clip_R2_001.fastq.gz	135	24	PS138_176-1-N24	-1.6974	32.065	-1.6972	10.073	9.964	379.4	381.55	0.3785	388.6	378.622	1.007	0.001	0.055	0.003	4.823	0.007	0.331	0.001	0.137	0	5.902	0.02	0.382	0.002	0.985	0.001	0.054	0.003	4.715	0.007	0.324	0.001	0.134	0	5.77	0.02	0.373	0.002
2023-09-12	CTD_265	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164		chl-max	ML	PSW	ML	PS138-176-1-CTD-chlmax-16S	16S	25	124520	PS138-176-1-CTD-chlmax-16S_clip	L9424	PS138-176-1-CTD-chlmax-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-chlmax-16S_clip_R2_001.fastq.gz	134	22	PS138_176-1-N22	-1.6812	32.813	-1.6809	19.842	19.628	371.1	372.97	0.2553	380.9	370.899	2.195	0.002	0.07	0	4.364	0.001	0.354	0.002	-0.009	0.003	6.802	0.036	0.393	0.001	2.145	0.002	0.068	0	4.264	0.001	0.346	0.002	-0.009	0.003	6.647	0.035	0.384	0.001
2023-09-12	CTD_228	PS138_174-1	Transect_60E_03	seawater	CTD	88.995298	59.611314	1000	1000	AIW	NA	AIW	PS138-174-1-CTD-1000-16S	16S	25	145564	PS138-174-1-CTD-1000-16S_clip	L9424	PS138-174-1-CTD-1000-16S_clip_R1_001.fastq.gz	PS138-174-1-CTD-1000-16S_clip_R2_001.fastq.gz	115	5	PS138_174-1-N5	-0.056548	34.897	-0.0117	1013.29	999.971	298.46	299.53	-0.0543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_256	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	1000	1000	AIW	NA	AIW	PS138-176-1-CTD-1000-16S	16S	25	170646	PS138-176-1-CTD-1000-16S_clip	L9424	PS138-176-1-CTD-1000-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-1000-16S_clip_R2_001.fastq.gz	129	5	PS138_176-1-N5	-0.074953	34.894	-0.03025	1013.658	1000.336	297.77	299.57	-0.0549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_212	PS138_173-1	Transect_60E_02	seawater	CTD	89.339373	59.19928	500	500	AW2	NA	AW2	PS138-173-1-CTD-500-16S	16S	25	40844	PS138-173-1-CTD-500-16S_clip	L9424	PS138-173-1-CTD-500-16S_clip_R1_001.fastq.gz	PS138-173-1-CTD-500-16S_clip_R2_001.fastq.gz	107	4	PS138_173-1-N4	0.92526	34.883	0.9495	506.392	500.342	296.19	297.16	-0.0543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_230	PS138_174-1	Transect_60E_03	seawater	CTD	88.995298	59.611314	500	500	AW2	NA	AW2	PS138-174-1-CTD-500-16S	16S	25	70341	PS138-174-1-CTD-500-16S_clip	L9424	PS138-174-1-CTD-500-16S_clip_R1_001.fastq.gz	PS138-174-1-CTD-500-16S_clip_R2_001.fastq.gz	116	8	PS138_174-1-N8	0.94973	34.886	0.97405	505.855	499.813	296.19	297.5	-0.0549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_242	PS138_175-1	Transect_60E_04	seawater	CTD	88.670737	60.18934	500	500	AW2	NA	AW2	PS138-175-1-CTD-500-16S	16S	25	117739	PS138-175-1-CTD-500-16S_clip	L9424	PS138-175-1-CTD-500-16S_clip_R1_001.fastq.gz	PS138-175-1-CTD-500-16S_clip_R2_001.fastq.gz	122	4	PS138_175-1-N4	0.98937	34.888	1.014	508.528	502.451	295.78	297.27	-0.0549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_258	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	500	500	AW2	NA	AW2	PS138-176-1-CTD-500-16S	16S	25	85217	PS138-176-1-CTD-500-16S_clip	L9424	PS138-176-1-CTD-500-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-500-16S_clip_R2_001.fastq.gz	130	8	PS138_176-1-N8	1.0369	34.892	1.0616	505.151	499.12	295.62	296.48	-0.0543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_226	PS138_174-1	Transect_60E_03	seawater	CTD	88.995298	59.611314	3000	3000	EBBW	NA	EBBW	PS138-174-1-CTD-3000-16S	16S	25	174570	PS138-174-1-CTD-3000-16S_clip	L9424	PS138-174-1-CTD-3000-16S_clip_R1_001.fastq.gz	PS138-174-1-CTD-3000-16S_clip_R2_001.fastq.gz	114	3	PS138_174-1-N3	-0.89894	34.93	-0.72735	3054.077	2999.555	288.44	290.17	-0.0554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-12	CTD_254	PS138_176-1	Transect_60E_05	seawater	CTD	88.334041	59.615164	3000	3000	EBBW	NA	EBBW	PS138-176-1-CTD-3000-16S	16S	25	70216	PS138-176-1-CTD-3000-16S_clip	L9424	PS138-176-1-CTD-3000-16S_clip_R1_001.fastq.gz	PS138-176-1-CTD-3000-16S_clip_R2_001.fastq.gz	128	3	PS138_176-1-N3	-0.89999	34.93	-0.7284	3054.449	2999.926	288.77	290.56	-0.0566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-11	CTD_168	PS138_166-1	Ice_Station07	seawater	CTD	89.771984	-1.940574	200	200	AW1	NA	AW1	PS138-166-01-CTD-200-16S	16S	25	34993	PS138-166-01-CTD-200-16S_clip	LMN22	PS138-166-01-CTD-200-16S_clip_R1_001.fastq.gz	PS138-166-01-CTD-200-16S_clip_R2_001.fastq.gz	85	3	PS138_166-1-N3	0.89891	34.758	0.90795	202.675	200.4	294.32	296.72	-0.04	304.4	295.972	11.521	0.011	-0.007	0.002	5.394	0.003	0.786	0.002	-0.006	0.004	14.581	0.014	0.74	0.003	11.241	0.011	-0.007	0.002	5.263	0.003	0.767	0.002	-0.006	0.004	14.227	0.014	0.722	0.003
2023-09-11	CTD_186	PS138_166-1	Ice_Station07	seawater	CTD	89.751807	-2.193889	2000	2000	LHC	NA	LHC	PS138-168-01-CTD-2000-16S	16S	25	43223	PS138-168-01-CTD-2000-16S_clip	LMN22	PS138-168-01-CTD-2000-16S_clip_R1_001.fastq.gz	PS138-168-01-CTD-2000-16S_clip_R2_001.fastq.gz	94	8	PS138_166-1-N8	-1.2994	34.157	-1.2971	100.814	99.707	311.9	314.58	-0.0273	319.2	310.49	8.148	0.001	-0.002	0	5.62	0.008	0.65	0.008	-0.011	0	11.571	0.029	0.627	0	7.954	0.001	-0.002	0	5.486	0.008	0.635	0.008	-0.011	0	11.295	0.028	0.612	0
2023-09-11	CTD_170	PS138_166-1	Ice_Station07	seawater	CTD	89.771984	-1.940574	100	100	LHC	NA	LHC	PS138-166-01-CTD-100-16S	16S	25	30337	PS138-166-01-CTD-100-16S_clip	LMN22	PS138-166-01-CTD-100-16S_clip_R1_001.fastq.gz	PS138-166-01-CTD-100-16S_clip_R2_001.fastq.gz	86	8	PS138_166-1-N8	-1.2994	34.157	-1.2971	100.814	99.707	311.9	314.58	-0.0273	319.2	310.49	8.148	0.001	-0.002	0	5.62	0.008	0.65	0.008	-0.011	0	11.571	0.029	0.627	0	7.954	0.001	-0.002	0	5.486	0.008	0.635	0.008	-0.011	0	11.295	0.028	0.612	0
2023-09-11	CTD_172	PS138_166-1	Ice_Station07	seawater	CTD	89.771984	-1.940574	50	50	UHC	NA	UHC	PS138-166-01-CTD-50-16S	16S	25	49119	PS138-166-01-CTD-50-16S_clip	LMN22	PS138-166-01-CTD-50-16S_clip_R1_001.fastq.gz	PS138-166-01-CTD-50-16S_clip_R2_001.fastq.gz	87	12	PS138_166-1-N12	-1.6126	32.513	-1.6118	50.74	50.189	337.62	340.43	0.03	339.3	330.465	6.882	0.003	0.004	0	15.645	0.014	0.901	0.001	-0.013	0.001	11.252	0.007	0.863	0	6.726	0.003	0.004	0	15.291	0.014	0.881	0.001	-0.013	0.001	10.997	0.007	0.843	0
2023-09-11	CTD_178	PS138_166-1	Ice_Station07	seawater	CTD	89.771984	-1.940574	2	2	ML	PSW	ML	PS138-166-01-CTD-2-16S	16S	25	12208	PS138-166-01-CTD-2-16S_clip	LMN22	PS138-166-01-CTD-2-16S_clip_R1_001.fastq.gz	PS138-166-01-CTD-2-16S_clip_R2_001.fastq.gz	90	24	PS138_166-1-N24	-1.6447	30.583	-1.6447	1.81	1.791	388.13	391.82	0.3177	397.9	388.147	0.229	0.002	0.007	0	4.278	0.004	0.491	0.001	0.086	0.001	5.201	0.017	0.519	0.002	0.224	0.002	0.007	0	4.187	0.004	0.481	0.001	0.084	0.001	5.091	0.017	0.508	0.002
2023-09-11	CTD_176	PS138_166-1	Ice_Station07	seawater	CTD	89.771984	-1.940574	10	10	ML	PSW	ML	PS138-166-01-CTD-10-16S	16S	25	30083	PS138-166-01-CTD-10-16S_clip	LMN22	PS138-166-01-CTD-10-16S_clip_R1_001.fastq.gz	PS138-166-01-CTD-10-16S_clip_R2_001.fastq.gz	89	21	PS138_166-1-N21	-1.5989	30.948	-1.5988	10.131	10.022	386.97	391.43	0.3802	397.8	387.936	0.694	0.001	0.056	0	4.741	0.004	0.53	0.001	0.035	0.002	5.681	0.03	0.552	0.003	0.679	0.001	0.055	0	4.639	0.004	0.519	0.001	0.034	0.002	5.559	0.029	0.54	0.003
2023-09-11	CTD_194	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	4270	bottom+5	EBBW	NA	EBBW	PS138-172-1-CTD-4270-16S	16S	25	253694	PS138-172-1-CTD-4270-16S_clip	L9424	PS138-172-1-CTD-4270-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-4270-16S_clip_R2_001.fastq.gz	98	1	PS138_172-1-N1	-0.92182	34.942	-0.6271	4360.877	4270.292	285.12	290.29	-0.0543	305	296.489	19.739	0	0.057	0	11.936	0	1.025	0	0.028	0	17.848	0	0.936	0	19.257	0	0.056	0	11.645	0	1	0	0.027	0	17.412	0	0.913	0
2023-09-11	CTD_202	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	200	200	AW1	NA	AW1	PS138-172-1-CTD-200-16S	16S	25	82426	PS138-172-1-CTD-200-16S_clip	L9424	PS138-172-1-CTD-200-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-200-16S_clip_R2_001.fastq.gz	102	13	PS138_172-1-N13	0.86904	34.755	0.878	202.203	199.934	294.37	294.57	-0.0486	304.3	295.878	11.749	0.014	0.297	0.019	5.341	0.002	0.799	0	-0.007	0.001	15.126	0.002	0.752	0.004	11.464	0.014	0.29	0.019	5.211	0.002	0.78	0	-0.007	0.001	14.759	0.002	0.734	0.004
2023-09-11	CTD_204	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	100	100	LHC	NA	LHC	PS138-172-1-CTD-100-16S	16S	25	66852	PS138-172-1-CTD-100-16S_clip	L9424	PS138-172-1-CTD-100-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-100-16S_clip_R2_001.fastq.gz	103	16	PS138_172-1-N16	-1.3621	34.103	-1.3598	101.033	99.923	312.18	312.33	-0.0044	320	311.278	7.959	0.028	0.375	0.014	5.747	0.02	0.654	0.001	-0.018	0	11.664	0.012	0.629	0	7.77	0.027	0.366	0.014	5.61	0.02	0.638	0.001	-0.018	0	11.386	0.012	0.614	0
2023-09-11	CTD_206	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	50	50	PSW	NA	PSW	PS138-172-1-CTD-50-16S	16S	25	215941	PS138-172-1-CTD-50-16S_clip	L9424	PS138-172-1-CTD-50-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-50-16S_clip_R2_001.fastq.gz	104	19	PS138_172-1-N19	-1.6802	32.464	-1.6794	50.379	49.832	373.22	375.45	0.0581	384.5	374.505	2.259	0.007	0.581	0.017	5.491	0	0.436	0.001	-0.014	0	6.921	0.014	0.455	0.002	2.208	0.007	0.568	0.017	5.367	0	0.426	0.001	-0.014	0	6.765	0.014	0.445	0.002
2023-09-11	CTD_208	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889		chl-max	ML	PSW	ML	PS138-172-1-CTD-chlmax-16S	16S	25	70512	PS138-172-1-CTD-chlmax-16S_clip	L9424	PS138-172-1-CTD-chlmax-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-chlmax-16S_clip_R2_001.fastq.gz	105	22	PS138_172-1-N22	-1.6425	30.621	-1.6423	15.087	14.924	387.79	388.18	0.681	398.8	389.014	0.168	0.006	0.628	0.055	4.064	0.002	0.492	0.002	0.012	0.001	4.979	0.001	0.525	0.003	0.164	0.006	0.615	0.054	3.978	0.002	0.482	0.002	0.012	0.001	4.873	0.001	0.514	0.003
2023-09-11	CTD_210	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	10	10	ML	PSW	ML	PS138-172-1-CTD-10-16S	16S	25	72913	PS138-172-1-CTD-10-16S_clip	L9424	PS138-172-1-CTD-10-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-10-16S_clip_R2_001.fastq.gz	106	24	PS138_172-1-N24	-1.6412	30.673	-1.641	9.795	9.69	387.78	388.3	0.6329	398.7	388.899	0.209	0.012	0.655	0.12	4.09	0.011	0.495	0.002	0.03	0.005	4.954	0.011	0.527	0.006	0.205	0.012	0.641	0.117	4.003	0.011	0.484	0.002	0.029	0.005	4.849	0.011	0.516	0.006
2023-09-11	CTD_198	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	1000	1000	AIW	NA	AIW	PS138-172-1-CTD-1000-16S	16S	25	102550	PS138-172-1-CTD-1000-16S_clip	L9424	PS138-172-1-CTD-1000-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-1000-16S_clip_R2_001.fastq.gz	100	5	PS138_172-1-N5	-0.089421	34.889	-0.04485	1013.688	1000.361	297.4	297.92	-0.0549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-11	CTD_180	PS138_166-1	Ice_Station07	seawater	CTD	89.751807	-2.193889	4233.4	bottom+5	AW1	NA	AW1	PS138-168-01-CTD-4233-4-16S	16S	25	125893	PS138-168-01-CTD-4233-4-16S_clip	LMN22	PS138-168-01-CTD-4233-4-16S_clip_R1_001.fastq.gz	PS138-168-01-CTD-4233-4-16S_clip_R2_001.fastq.gz	91	1	PS138_166-1-N1	0.89073	34.755	0.89975	202.674	200.399	294.15	296.29	-0.0549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-11	CTD_200	PS138_172-1	Transect_60E_01	seawater	CTD	89.751807	-2.193889	500	500	AW2	NA	AW2	PS138-172-1-CTD-500-16S	16S	25	124897	PS138-172-1-CTD-500-16S_clip	L9424	PS138-172-1-CTD-500-16S_clip_R1_001.fastq.gz	PS138-172-1-CTD-500-16S_clip_R2_001.fastq.gz	101	8	PS138_172-1-N8	0.74352	34.869	0.76695	506.182	500.135	297.62	297.62	-0.0543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
